entry,at,order
"""Sean @ 6Vj8h9FQMu"" calls 2",2020-11-26T04:37:31.235Z,160636545123600
"""Chad @ 8jqQZhEvdi"" folds",2020-11-26T04:37:23.869Z,160636544387000
"""Steve @ vKtqqQXap1"" posts a big blind of 2",2020-11-26T04:37:14.992Z,160636543499307
"""Charlie @ aABpeVhrzE"" posts a small blind of 1",2020-11-26T04:37:14.992Z,160636543499306
"Your hand is 7♣, K♦",2020-11-26T04:37:14.992Z,160636543499304
"Player stacks: #1 ""Sean @ 6Vj8h9FQMu"" (64) | #2 ""Charlie @ aABpeVhrzE"" (95) | #6 ""Steve @ vKtqqQXap1"" (101) | #7 ""Chad @ 8jqQZhEvdi"" (60)",2020-11-26T04:37:14.992Z,160636543499301
"-- starting hand #22  (No Limit Texas Hold'em) (dealer: ""Sean @ 6Vj8h9FQMu"") --",2020-11-26T04:37:14.992Z,160636543499300
"""Chad @ 8jqQZhEvdi"" shows a J♠, 9♥.",2020-11-26T04:37:09.611Z,160636542961200
"-- ending hand #21 --",2020-11-26T04:37:07.248Z,160636542724802
"""Chad @ 8jqQZhEvdi"" collected 14 from pot",2020-11-26T04:37:07.248Z,160636542724801
"Uncalled bet of 2 returned to ""Chad @ 8jqQZhEvdi""",2020-11-26T04:37:07.248Z,160636542724800
"""Charlie @ aABpeVhrzE"" folds",2020-11-26T04:37:06.443Z,160636542644400
"""Sean @ 6Vj8h9FQMu"" folds",2020-11-26T04:37:04.200Z,160636542420100
"""Chad @ 8jqQZhEvdi"" bets 2",2020-11-26T04:36:58.489Z,160636541849000
"""Charlie @ aABpeVhrzE"" checks",2020-11-26T04:36:55.325Z,160636541532600
"""Sean @ 6Vj8h9FQMu"" checks",2020-11-26T04:36:32.955Z,160636539295600
"turn: 9♣, 3♥, 7♣ [3♦]",2020-11-26T04:36:16.591Z,160636537659500
"""Chad @ 8jqQZhEvdi"" calls 2",2020-11-26T04:36:15.784Z,160636537578500
"""Steve @ vKtqqQXap1"" folds",2020-11-26T04:36:12.592Z,160636537259300
"""Charlie @ aABpeVhrzE"" calls 2",2020-11-26T04:35:47.708Z,160636534770900
"""Sean @ 6Vj8h9FQMu"" bets 2",2020-11-26T04:35:39.602Z,160636533960300
"flop:  [9♣, 3♥, 7♣]",2020-11-26T04:35:03.075Z,160636530308000
"""Charlie @ aABpeVhrzE"" checks",2020-11-26T04:35:02.232Z,160636530223500
"""Sean @ 6Vj8h9FQMu"" calls 2",2020-11-26T04:34:52.378Z,160636529237900
"""Chad @ 8jqQZhEvdi"" calls 2",2020-11-26T04:34:51.514Z,160636529151500
"""Steve @ vKtqqQXap1"" calls 2",2020-11-26T04:34:20.604Z,160636526060500
"""Charlie @ aABpeVhrzE"" posts a big blind of 2",2020-11-26T04:34:10.606Z,160636525060707
"""Sean @ 6Vj8h9FQMu"" posts a small blind of 1",2020-11-26T04:34:10.606Z,160636525060706
"Your hand is Q♥, 5♠",2020-11-26T04:34:10.606Z,160636525060704
"Player stacks: #1 ""Sean @ 6Vj8h9FQMu"" (68) | #2 ""Charlie @ aABpeVhrzE"" (99) | #6 ""Steve @ vKtqqQXap1"" (103) | #7 ""Chad @ 8jqQZhEvdi"" (50)",2020-11-26T04:34:10.606Z,160636525060701
"-- starting hand #21  (No Limit Texas Hold'em) (dealer: ""Chad @ 8jqQZhEvdi"") --",2020-11-26T04:34:10.606Z,160636525060700
"-- ending hand #20 --",2020-11-26T04:34:05.689Z,160636524569002
"""Sean @ 6Vj8h9FQMu"" collected 32 from pot with Straight, 10 High (combination: 10♠, 9♣, 8♣, 7♠, 6♥)",2020-11-26T04:34:05.689Z,160636524569001
"""Sean @ 6Vj8h9FQMu"" shows a 7♠, 5♦.",2020-11-26T04:34:05.689Z,160636524569000
"""Chad @ 8jqQZhEvdi"" calls 6",2020-11-26T04:34:04.879Z,160636524488000
"""Sean @ 6Vj8h9FQMu"" bets 6",2020-11-26T04:34:01.225Z,160636524122600
"""Chad @ 8jqQZhEvdi"" checks",2020-11-26T04:33:44.487Z,160636522448800
"river: 9♣, 10♠, 5♣, 6♥ [8♣]",2020-11-26T04:33:35.086Z,160636521509400
"""Charlie @ aABpeVhrzE"" folds",2020-11-26T04:33:34.282Z,160636521428200
"""Sean @ 6Vj8h9FQMu"" calls 4",2020-11-26T04:33:09.839Z,160636518984000
"""Chad @ 8jqQZhEvdi"" bets 4",2020-11-26T04:32:47.778Z,160636516777900
"turn: 9♣, 10♠, 5♣ [6♥]",2020-11-26T04:32:36.776Z,160636515678000
"""Charlie @ aABpeVhrzE"" calls 2",2020-11-26T04:32:35.970Z,160636515597100
"""Sean @ 6Vj8h9FQMu"" calls 2",2020-11-26T04:32:26.189Z,160636514619000
"""Chad @ 8jqQZhEvdi"" bets 2",2020-11-26T04:32:17.819Z,160636513782000
"flop:  [9♣, 10♠, 5♣]",2020-11-26T04:31:57.185Z,160636511718600
"""Sean @ 6Vj8h9FQMu"" checks",2020-11-26T04:31:56.378Z,160636511637900
"""Chad @ 8jqQZhEvdi"" calls 2",2020-11-26T04:31:15.434Z,160636507543500
"""Steve @ vKtqqQXap1"" folds",2020-11-26T04:31:12.784Z,160636507278500
"""Charlie @ aABpeVhrzE"" calls 2",2020-11-26T04:31:11.924Z,160636507192500
"""Sean @ 6Vj8h9FQMu"" posts a big blind of 2",2020-11-26T04:31:02.279Z,160636506228007
"""Chad @ 8jqQZhEvdi"" posts a small blind of 1",2020-11-26T04:31:02.279Z,160636506228006
"Your hand is 6♦, J♥",2020-11-26T04:31:02.279Z,160636506228004
"Player stacks: #1 ""Sean @ 6Vj8h9FQMu"" (50) | #2 ""Charlie @ aABpeVhrzE"" (103) | #6 ""Steve @ vKtqqQXap1"" (103) | #7 ""Chad @ 8jqQZhEvdi"" (64)",2020-11-26T04:31:02.279Z,160636506228001
"-- starting hand #20  (No Limit Texas Hold'em) (dealer: ""Steve @ vKtqqQXap1"") --",2020-11-26T04:31:02.279Z,160636506228000
"""Charlie @ aABpeVhrzE"" shows a 10♦, A♠.",2020-11-26T04:31:01.091Z,160636506109200
"-- ending hand #19 --",2020-11-26T04:30:56.252Z,160636505625302
"""Charlie @ aABpeVhrzE"" collected 10 from pot",2020-11-26T04:30:56.252Z,160636505625301
"Uncalled bet of 2 returned to ""Charlie @ aABpeVhrzE""",2020-11-26T04:30:56.252Z,160636505625300
"""Chad @ 8jqQZhEvdi"" folds",2020-11-26T04:30:55.444Z,160636505544500
"""Charlie @ aABpeVhrzE"" bets 2",2020-11-26T04:30:50.812Z,160636505081300
"""Chad @ 8jqQZhEvdi"" checks",2020-11-26T04:30:40.257Z,160636504025700
"turn: 7♦, 10♥, 4♦ [10♣]",2020-11-26T04:30:31.106Z,160636503110800
"""Chad @ 8jqQZhEvdi"" calls 2",2020-11-26T04:30:30.280Z,160636503028100
"""Steve @ vKtqqQXap1"" folds",2020-11-26T04:30:20.931Z,160636502093200
"""Charlie @ aABpeVhrzE"" bets 2",2020-11-26T04:29:59.616Z,160636499961700
"""Chad @ 8jqQZhEvdi"" checks",2020-11-26T04:29:47.419Z,160636498742000
"""Steve @ vKtqqQXap1"" checks",2020-11-26T04:29:44.142Z,160636498414300
"flop:  [7♦, 10♥, 4♦]",2020-11-26T04:29:31.967Z,160636497196800
"""Chad @ 8jqQZhEvdi"" checks",2020-11-26T04:29:31.158Z,160636497115900
"""Steve @ vKtqqQXap1"" calls 2",2020-11-26T04:29:28.705Z,160636496870600
"""Charlie @ aABpeVhrzE"" calls 2",2020-11-26T04:29:25.161Z,160636496516100
"""Sean @ 6Vj8h9FQMu"" folds",2020-11-26T04:29:21.767Z,160636496176800
"""Chad @ 8jqQZhEvdi"" posts a big blind of 2",2020-11-26T04:28:47.836Z,160636492783707
"""Steve @ vKtqqQXap1"" posts a small blind of 1",2020-11-26T04:28:47.836Z,160636492783706
"Your hand is J♣, K♠",2020-11-26T04:28:47.836Z,160636492783704
"Player stacks: #1 ""Sean @ 6Vj8h9FQMu"" (50) | #2 ""Charlie @ aABpeVhrzE"" (97) | #6 ""Steve @ vKtqqQXap1"" (105) | #7 ""Chad @ 8jqQZhEvdi"" (68)",2020-11-26T04:28:47.836Z,160636492783701
"-- starting hand #19  (No Limit Texas Hold'em) (dealer: ""Charlie @ aABpeVhrzE"") --",2020-11-26T04:28:47.836Z,160636492783700
"""Chad @ 8jqQZhEvdi"" shows a Q♦, 6♠.",2020-11-26T04:28:31.540Z,160636491154000
"""Charlie @ aABpeVhrzE"" shows a 10♦, A♠.",2020-11-26T04:28:30.105Z,160636491010500
"-- ending hand #18 --",2020-11-26T04:28:25.689Z,160636490569002
"""Charlie @ aABpeVhrzE"" collected 8 from pot",2020-11-26T04:28:25.689Z,160636490569001
"Uncalled bet of 2 returned to ""Charlie @ aABpeVhrzE""",2020-11-26T04:28:25.689Z,160636490569000
"""Steve @ vKtqqQXap1"" folds",2020-11-26T04:28:24.862Z,160636490486300
"""Charlie @ aABpeVhrzE"" bets 2",2020-11-26T04:28:14.208Z,160636489420900
"turn: 6♣, 5♠, 10♥ [9♦]",2020-11-26T04:28:08.026Z,160636488803100
"""Steve @ vKtqqQXap1"" calls 2",2020-11-26T04:28:07.218Z,160636488721900
"""Charlie @ aABpeVhrzE"" bets 2",2020-11-26T04:28:01.241Z,160636488124200
"flop:  [6♣, 5♠, 10♥]",2020-11-26T04:27:52.742Z,160636487274400
"""Steve @ vKtqqQXap1"" checks",2020-11-26T04:27:51.938Z,160636487193900
"""Charlie @ aABpeVhrzE"" calls 2",2020-11-26T04:27:46.586Z,160636486658700
"""Sean @ 6Vj8h9FQMu"" folds",2020-11-26T04:27:42.824Z,160636486282500
"""Chad @ 8jqQZhEvdi"" folds",2020-11-26T04:27:33.746Z,160636485374700
"""Steve @ vKtqqQXap1"" posts a big blind of 2",2020-11-26T04:27:26.120Z,160636484612207
"""Charlie @ aABpeVhrzE"" posts a small blind of 1",2020-11-26T04:27:26.120Z,160636484612206
"Your hand is 8♦, 4♦",2020-11-26T04:27:26.120Z,160636484612204
"Player stacks: #1 ""Sean @ 6Vj8h9FQMu"" (50) | #2 ""Charlie @ aABpeVhrzE"" (93) | #6 ""Steve @ vKtqqQXap1"" (109) | #7 ""Chad @ 8jqQZhEvdi"" (68)",2020-11-26T04:27:26.120Z,160636484612101
"-- starting hand #18  (No Limit Texas Hold'em) (dealer: ""Sean @ 6Vj8h9FQMu"") --",2020-11-26T04:27:26.120Z,160636484612100
"""Steve @ vKtqqQXap1"" shows a 8♥, 8♣.",2020-11-26T04:27:16.824Z,160636483682600
"""Charlie @ aABpeVhrzE"" shows a 9♥, 5♣.",2020-11-26T04:27:13.454Z,160636483345500
"-- ending hand #17 --",2020-11-26T04:27:02.481Z,160636482248303
"""Chad @ 8jqQZhEvdi"" shows a Q♥, A♣.",2020-11-26T04:27:02.481Z,160636482248302
"""Sean @ 6Vj8h9FQMu"" collected 46 from pot with Flush, Qc High (combination: Q♣, 10♣, 7♣, 6♣, 3♣)",2020-11-26T04:27:02.481Z,160636482248301
"""Sean @ 6Vj8h9FQMu"" shows a 6♣, 7♣.",2020-11-26T04:27:02.481Z,160636482248300
"""Sean @ 6Vj8h9FQMu"" calls 8",2020-11-26T04:27:01.670Z,160636482167000
"""Chad @ 8jqQZhEvdi"" raises to 8",2020-11-26T04:26:55.357Z,160636481535800
"""Sean @ 6Vj8h9FQMu"" bets 2",2020-11-26T04:26:40.291Z,160636480029200
"river: 10♣, 3♣, Q♣, 2♦ [Q♦]",2020-11-26T04:26:34.645Z,160636479464900
"""Sean @ 6Vj8h9FQMu"" calls 6",2020-11-26T04:26:33.833Z,160636479383400
"""Chad @ 8jqQZhEvdi"" raises to 6",2020-11-26T04:26:28.125Z,160636478812600
"""Sean @ 6Vj8h9FQMu"" bets 2",2020-11-26T04:26:19.891Z,160636477989200
"turn: 10♣, 3♣, Q♣ [2♦]",2020-11-26T04:26:13.401Z,160636477340200
"""Charlie @ aABpeVhrzE"" folds",2020-11-26T04:26:12.564Z,160636477256500
"""Sean @ 6Vj8h9FQMu"" calls 4",2020-11-26T04:26:07.043Z,160636476704300
"""Chad @ 8jqQZhEvdi"" raises to 4",2020-11-26T04:25:21.600Z,160636472160100
"""Steve @ vKtqqQXap1"" folds",2020-11-26T04:25:11.533Z,160636471153300
"""Charlie @ aABpeVhrzE"" calls 2",2020-11-26T04:24:33.931Z,160636467393200
"""Sean @ 6Vj8h9FQMu"" bets 2",2020-11-26T04:24:11.628Z,160636465162900
"flop:  [10♣, 3♣, Q♣]",2020-11-26T04:24:02.974Z,160636464297500
"""Charlie @ aABpeVhrzE"" checks",2020-11-26T04:24:02.154Z,160636464215500
"""Sean @ 6Vj8h9FQMu"" calls 2",2020-11-26T04:23:57.349Z,160636463734900
"""Chad @ 8jqQZhEvdi"" calls 2",2020-11-26T04:23:53.609Z,160636463361000
"""Steve @ vKtqqQXap1"" calls 2",2020-11-26T04:23:48.265Z,160636462826500
"""Charlie @ aABpeVhrzE"" posts a big blind of 2",2020-11-26T04:23:44.208Z,160636462420907
"""Sean @ 6Vj8h9FQMu"" posts a small blind of 1",2020-11-26T04:23:44.208Z,160636462420906
"Your hand is 8♥, 8♣",2020-11-26T04:23:44.208Z,160636462420904
"Player stacks: #1 ""Sean @ 6Vj8h9FQMu"" (24) | #2 ""Charlie @ aABpeVhrzE"" (97) | #6 ""Steve @ vKtqqQXap1"" (111) | #7 ""Chad @ 8jqQZhEvdi"" (88)",2020-11-26T04:23:44.208Z,160636462420901
"-- starting hand #17  (No Limit Texas Hold'em) (dealer: ""Chad @ 8jqQZhEvdi"") --",2020-11-26T04:23:44.208Z,160636462420900
"""Chad @ 8jqQZhEvdi"" shows a 9♥, 7♠.",2020-11-26T04:22:31.114Z,160636455111500
"-- ending hand #16 --",2020-11-26T04:22:28.859Z,160636454886002
"""Chad @ 8jqQZhEvdi"" collected 6 from pot",2020-11-26T04:22:28.859Z,160636454886001
"Uncalled bet of 2 returned to ""Chad @ 8jqQZhEvdi""",2020-11-26T04:22:28.859Z,160636454886000
"""Steve @ vKtqqQXap1"" folds",2020-11-26T04:22:28.052Z,160636454805300
"""Sean @ 6Vj8h9FQMu"" folds",2020-11-26T04:21:36.565Z,160636449656600
"""Chad @ 8jqQZhEvdi"" bets 2",2020-11-26T04:21:32.430Z,160636449243100
"turn: 10♠, 7♣, 2♠ [2♥]",2020-11-26T04:21:25.855Z,160636448585700
"""Steve @ vKtqqQXap1"" checks",2020-11-26T04:21:25.049Z,160636448505000
"""Sean @ 6Vj8h9FQMu"" checks",2020-11-26T04:21:02.023Z,160636446202400
"""Chad @ 8jqQZhEvdi"" checks",2020-11-26T04:20:59.077Z,160636445907800
"flop:  [10♠, 7♣, 2♠]",2020-11-26T04:20:47.982Z,160636444798300
"""Sean @ 6Vj8h9FQMu"" checks",2020-11-26T04:20:47.170Z,160636444717100
"""Chad @ 8jqQZhEvdi"" calls 2",2020-11-26T04:20:42.007Z,160636444200800
"""Steve @ vKtqqQXap1"" calls 2",2020-11-26T04:20:33.972Z,160636443397200
"""Charlie @ aABpeVhrzE"" folds",2020-11-26T04:20:33.120Z,160636443312100
"""Sean @ 6Vj8h9FQMu"" posts a big blind of 2",2020-11-26T04:19:52.098Z,160636439210007
"""Chad @ 8jqQZhEvdi"" posts a small blind of 1",2020-11-26T04:19:52.098Z,160636439210006
"Your hand is 4♦, Q♦",2020-11-26T04:19:52.098Z,160636439210004
"Player stacks: #1 ""Sean @ 6Vj8h9FQMu"" (26) | #2 ""Charlie @ aABpeVhrzE"" (97) | #6 ""Steve @ vKtqqQXap1"" (113) | #7 ""Chad @ 8jqQZhEvdi"" (84)",2020-11-26T04:19:52.098Z,160636439210001
"-- starting hand #16  (No Limit Texas Hold'em) (dealer: ""Steve @ vKtqqQXap1"") --",2020-11-26T04:19:52.098Z,160636439210000
"-- ending hand #15 --",2020-11-26T04:19:45.681Z,160636438568402
"""Steve @ vKtqqQXap1"" collected 20 from pot with Pair, A's (combination: A♣, A♥, 10♦, 9♦, 6♥)",2020-11-26T04:19:45.681Z,160636438568401
"""Steve @ vKtqqQXap1"" shows a 9♦, A♣.",2020-11-26T04:19:45.681Z,160636438568400
"""Chad @ 8jqQZhEvdi"" calls 2",2020-11-26T04:19:44.872Z,160636438487300
"""Steve @ vKtqqQXap1"" bets 2",2020-11-26T04:19:42.707Z,160636438270800
"river: 6♥, 5♦, 4♠, 10♦ [A♥]",2020-11-26T04:19:35.715Z,160636437571700
"""Steve @ vKtqqQXap1"" calls 2",2020-11-26T04:19:34.903Z,160636437490400
"""Charlie @ aABpeVhrzE"" folds",2020-11-26T04:19:23.418Z,160636436341800
"""Chad @ 8jqQZhEvdi"" bets 2",2020-11-26T04:19:12.949Z,160636435295000
"""Steve @ vKtqqQXap1"" checks",2020-11-26T04:19:10.902Z,160636435090300
"turn: 6♥, 5♦, 4♠ [10♦]",2020-11-26T04:18:58.151Z,160636433815200
"""Steve @ vKtqqQXap1"" calls 2",2020-11-26T04:18:57.346Z,160636433734700
"""Charlie @ aABpeVhrzE"" calls 2",2020-11-26T04:18:25.744Z,160636430574600
"""Chad @ 8jqQZhEvdi"" bets 2",2020-11-26T04:18:14.852Z,160636429485300
"""Steve @ vKtqqQXap1"" checks",2020-11-26T04:18:12.696Z,160636429269600
"flop:  [6♥, 5♦, 4♠]",2020-11-26T04:17:45.786Z,160636426578700
"""Chad @ 8jqQZhEvdi"" checks",2020-11-26T04:17:44.977Z,160636426497800
"""Steve @ vKtqqQXap1"" calls 2",2020-11-26T04:17:43.163Z,160636426316400
"""Charlie @ aABpeVhrzE"" calls 2",2020-11-26T04:17:42.313Z,160636426231300
"""Sean @ 6Vj8h9FQMu"" folds",2020-11-26T04:17:39.216Z,160636425921700
"""Chad @ 8jqQZhEvdi"" posts a big blind of 2",2020-11-26T04:17:14.722Z,160636423472307
"""Steve @ vKtqqQXap1"" posts a small blind of 1",2020-11-26T04:17:14.722Z,160636423472306
"Your hand is 9♦, A♣",2020-11-26T04:17:14.722Z,160636423472304
"Player stacks: #1 ""Sean @ 6Vj8h9FQMu"" (26) | #2 ""Charlie @ aABpeVhrzE"" (101) | #6 ""Steve @ vKtqqQXap1"" (101) | #7 ""Chad @ 8jqQZhEvdi"" (92)",2020-11-26T04:17:14.722Z,160636423472301
"-- starting hand #15  (No Limit Texas Hold'em) (dealer: ""Charlie @ aABpeVhrzE"") --",2020-11-26T04:17:14.722Z,160636423472300
"-- ending hand #14 --",2020-11-26T04:16:55.798Z,160636421579903
"""Charlie @ aABpeVhrzE"" shows a 5♦, Q♦.",2020-11-26T04:16:55.798Z,160636421579902
"""Steve @ vKtqqQXap1"" collected 12 from pot with Pair, 2's (combination: 2♥, 2♠, A♠, 10♠, 9♠)",2020-11-26T04:16:55.798Z,160636421579901
"""Steve @ vKtqqQXap1"" shows a A♠, 2♥.",2020-11-26T04:16:55.798Z,160636421579900
"""Steve @ vKtqqQXap1"" checks",2020-11-26T04:16:54.980Z,160636421498000
"""Charlie @ aABpeVhrzE"" checks",2020-11-26T04:16:27.997Z,160636418799700
"river: 9♠, 2♠, 3♥, 7♣ [10♠]",2020-11-26T04:15:08.847Z,160636410885300
"""Steve @ vKtqqQXap1"" calls 2",2020-11-26T04:15:08.037Z,160636410803700
"""Charlie @ aABpeVhrzE"" bets 2",2020-11-26T04:14:50.130Z,160636409013000
"turn: 9♠, 2♠, 3♥ [7♣]",2020-11-26T04:14:35.675Z,160636407567700
"""Steve @ vKtqqQXap1"" calls 2",2020-11-26T04:14:34.865Z,160636407486500
"""Charlie @ aABpeVhrzE"" bets 2",2020-11-26T04:14:23.624Z,160636406362400
"flop:  [9♠, 2♠, 3♥]",2020-11-26T04:13:40.900Z,160636402090100
"""Steve @ vKtqqQXap1"" checks",2020-11-26T04:13:40.095Z,160636402009500
"""Charlie @ aABpeVhrzE"" calls 2",2020-11-26T04:12:40.045Z,160636396005100
"""Sean @ 6Vj8h9FQMu"" folds",2020-11-26T04:12:34.577Z,160636395457800
"""Chad @ 8jqQZhEvdi"" folds",2020-11-26T04:11:39.997Z,160636389999800
"""Steve @ vKtqqQXap1"" posts a big blind of 2",2020-11-26T04:11:10.068Z,160636387006907
"""Charlie @ aABpeVhrzE"" posts a small blind of 1",2020-11-26T04:11:10.068Z,160636387006906
"Your hand is A♠, 2♥",2020-11-26T04:11:10.068Z,160636387006904
"Player stacks: #1 ""Sean @ 6Vj8h9FQMu"" (26) | #2 ""Charlie @ aABpeVhrzE"" (107) | #6 ""Steve @ vKtqqQXap1"" (95) | #7 ""Chad @ 8jqQZhEvdi"" (92)",2020-11-26T04:11:10.068Z,160636387006901
"-- starting hand #14  (No Limit Texas Hold'em) (dealer: ""Sean @ 6Vj8h9FQMu"") --",2020-11-26T04:11:10.068Z,160636387006900
"-- ending hand #13 --",2020-11-26T04:11:03.401Z,160636386340202
"""Charlie @ aABpeVhrzE"" collected 24 from pot with Full House, J's over A's (combination: J♦, J♥, J♣, A♣, A♥)",2020-11-26T04:11:03.401Z,160636386340201
"""Charlie @ aABpeVhrzE"" shows a 10♣, J♦.",2020-11-26T04:11:03.401Z,160636386340200
"""Chad @ 8jqQZhEvdi"" calls 6",2020-11-26T04:11:02.585Z,160636386258600
"""Charlie @ aABpeVhrzE"" bets 6",2020-11-26T04:10:46.929Z,160636384693000
"river: A♣, J♥, 6♥, J♣ [A♥]",2020-11-26T04:10:23.559Z,160636382356400
"""Sean @ 6Vj8h9FQMu"" folds",2020-11-26T04:10:22.754Z,160636382275500
"""Chad @ 8jqQZhEvdi"" calls 2",2020-11-26T04:10:15.763Z,160636381576400
"""Steve @ vKtqqQXap1"" folds",2020-11-26T04:10:07.141Z,160636380714200
"""Charlie @ aABpeVhrzE"" bets 2",2020-11-26T04:10:01.140Z,160636380114100
"""Sean @ 6Vj8h9FQMu"" checks",2020-11-26T04:09:58.101Z,160636379810200
"turn: A♣, J♥, 6♥ [J♣]",2020-11-26T04:09:51.630Z,160636379163100
"""Chad @ 8jqQZhEvdi"" checks",2020-11-26T04:09:50.823Z,160636379082400
"""Steve @ vKtqqQXap1"" checks",2020-11-26T04:09:49.106Z,160636378910700
"""Charlie @ aABpeVhrzE"" checks",2020-11-26T04:09:39.274Z,160636377927400
"""Sean @ 6Vj8h9FQMu"" checks",2020-11-26T04:09:29.184Z,160636376918500
"flop:  [A♣, J♥, 6♥]",2020-11-26T04:08:39.898Z,160636371989900
"""Charlie @ aABpeVhrzE"" checks",2020-11-26T04:08:39.089Z,160636371909000
"""Sean @ 6Vj8h9FQMu"" calls 2",2020-11-26T04:08:38.222Z,160636371822300
"""Chad @ 8jqQZhEvdi"" calls 2",2020-11-26T04:08:26.729Z,160636370672900
"""Steve @ vKtqqQXap1"" calls 2",2020-11-26T04:08:25.851Z,160636370585200
"""Charlie @ aABpeVhrzE"" posts a big blind of 2",2020-11-26T04:08:11.869Z,160636369187007
"""Sean @ 6Vj8h9FQMu"" posts a small blind of 1",2020-11-26T04:08:11.869Z,160636369187006
"Your hand is K♠, 9♥",2020-11-26T04:08:11.869Z,160636369187004
"Player stacks: #1 ""Sean @ 6Vj8h9FQMu"" (28) | #2 ""Charlie @ aABpeVhrzE"" (93) | #6 ""Steve @ vKtqqQXap1"" (97) | #7 ""Chad @ 8jqQZhEvdi"" (102)",2020-11-26T04:08:11.869Z,160636369187001
"-- starting hand #13  (No Limit Texas Hold'em) (dealer: ""Chad @ 8jqQZhEvdi"") --",2020-11-26T04:08:11.869Z,160636369187000
"-- ending hand #12 --",2020-11-26T04:07:30.784Z,160636365078603
"""Sean @ 6Vj8h9FQMu"" shows a J♣, 10♦.",2020-11-26T04:07:30.784Z,160636365078602
"""Charlie @ aABpeVhrzE"" collected 34 from pot with Full House, J's over 4's (combination: J♥, J♠, J♦, 4♠, 4♥)",2020-11-26T04:07:30.784Z,160636365078601
"""Charlie @ aABpeVhrzE"" shows a J♥, 4♠.",2020-11-26T04:07:30.784Z,160636365078600
"""Charlie @ aABpeVhrzE"" calls 10",2020-11-26T04:07:29.978Z,160636364997900
"""Sean @ 6Vj8h9FQMu"" raises to 10",2020-11-26T04:07:26.866Z,160636364686600
"""Charlie @ aABpeVhrzE"" raises to 6",2020-11-26T04:07:09.548Z,160636362954800
"""Sean @ 6Vj8h9FQMu"" bets 2",2020-11-26T04:07:00.395Z,160636362039600
"river: J♠, J♦, K♥, 4♥ [7♦]",2020-11-26T04:06:54.045Z,160636361405300
"""Charlie @ aABpeVhrzE"" calls 2",2020-11-26T04:06:53.240Z,160636361324100
"""Sean @ 6Vj8h9FQMu"" bets 2",2020-11-26T04:06:42.411Z,160636360241200
"turn: J♠, J♦, K♥ [4♥]",2020-11-26T04:05:58.587Z,160636355858800
"""Chad @ 8jqQZhEvdi"" folds",2020-11-26T04:05:57.758Z,160636355775800
"""Charlie @ aABpeVhrzE"" calls 2",2020-11-26T04:05:11.710Z,160636351171000
"""Sean @ 6Vj8h9FQMu"" bets 2",2020-11-26T04:05:04.243Z,160636350424300
"""Chad @ 8jqQZhEvdi"" checks",2020-11-26T04:04:56.811Z,160636349681200
"flop:  [J♠, J♦, K♥]",2020-11-26T04:04:15.207Z,160636345520800
"""Sean @ 6Vj8h9FQMu"" checks",2020-11-26T04:04:14.401Z,160636345440200
"""Chad @ 8jqQZhEvdi"" calls 2",2020-11-26T04:04:13.545Z,160636345354600
"""Steve @ vKtqqQXap1"" folds",2020-11-26T04:03:57.013Z,160636343701600
"""Charlie @ aABpeVhrzE"" calls 2",2020-11-26T04:03:56.162Z,160636343616300
"""Sean @ 6Vj8h9FQMu"" posts a big blind of 2",2020-11-26T04:03:01.052Z,160636338105307
"""Chad @ 8jqQZhEvdi"" posts a small blind of 1",2020-11-26T04:03:01.052Z,160636338105306
"Your hand is 5♥, 9♠",2020-11-26T04:03:01.052Z,160636338105304
"Player stacks: #1 ""Sean @ 6Vj8h9FQMu"" (44) | #2 ""Charlie @ aABpeVhrzE"" (75) | #6 ""Steve @ vKtqqQXap1"" (97) | #7 ""Chad @ 8jqQZhEvdi"" (104)",2020-11-26T04:03:01.052Z,160636338105301
"-- starting hand #12  (No Limit Texas Hold'em) (dealer: ""Steve @ vKtqqQXap1"") --",2020-11-26T04:03:01.052Z,160636338105300
"""Charlie @ aABpeVhrzE"" shows a 4♠, K♥.",2020-11-26T04:02:48.383Z,160636336838400
"-- ending hand #11 --",2020-11-26T04:02:42.416Z,160636336241702
"""Charlie @ aABpeVhrzE"" collected 16 from pot",2020-11-26T04:02:42.416Z,160636336241701
"Uncalled bet of 6 returned to ""Charlie @ aABpeVhrzE""",2020-11-26T04:02:42.416Z,160636336241700
"""Sean @ 6Vj8h9FQMu"" folds",2020-11-26T04:02:41.612Z,160636336161200
"""Charlie @ aABpeVhrzE"" bets 6",2020-11-26T04:02:35.256Z,160636335525700
"""Sean @ 6Vj8h9FQMu"" checks",2020-11-26T04:02:27.190Z,160636334719000
"river: A♠, K♦, 4♣, 9♦ [6♣]",2020-11-26T04:02:09.513Z,160636332951500
"""Sean @ 6Vj8h9FQMu"" calls 2",2020-11-26T04:02:08.703Z,160636332870400
"""Charlie @ aABpeVhrzE"" bets 2",2020-11-26T04:02:06.768Z,160636332676900
"""Sean @ 6Vj8h9FQMu"" checks",2020-11-26T04:02:03.861Z,160636332386200
"turn: A♠, K♦, 4♣ [9♦]",2020-11-26T04:01:50.421Z,160636331042400
"""Sean @ 6Vj8h9FQMu"" calls 2",2020-11-26T04:01:49.612Z,160636330961300
"""Chad @ 8jqQZhEvdi"" folds",2020-11-26T04:01:48.749Z,160636330875400
"""Charlie @ aABpeVhrzE"" bets 2",2020-11-26T04:01:45.589Z,160636330559000
