entry,at,order
"""Sean @ 6Vj8h9FQMu"" checks",2020-11-26T04:01:38.100Z,160636329810000
"""Chad @ 8jqQZhEvdi"" checks",2020-11-26T04:01:37.239Z,160636329724000
"flop:  [A♠, K♦, 4♣]",2020-11-26T04:00:57.705Z,160636325770600
"""Chad @ 8jqQZhEvdi"" checks",2020-11-26T04:00:56.899Z,160636325690000
"""Steve @ vKtqqQXap1"" folds",2020-11-26T04:00:54.194Z,160636325419500
"""Charlie @ aABpeVhrzE"" calls 2",2020-11-26T04:00:23.095Z,160636322309600
"""Sean @ 6Vj8h9FQMu"" checks",2020-11-26T04:00:17.779Z,160636321778100
"""Sean @ 6Vj8h9FQMu"" posts a missed big blind of 2",2020-11-26T04:00:08.069Z,160636320807210
"""Sean @ 6Vj8h9FQMu"" posts a missing small blind of 1",2020-11-26T04:00:08.069Z,160636320807209
"""Chad @ 8jqQZhEvdi"" posts a big blind of 2",2020-11-26T04:00:08.069Z,160636320807208
"""Steve @ vKtqqQXap1"" posts a small blind of 1",2020-11-26T04:00:08.069Z,160636320807207
"Your hand is 7♥, 5♠",2020-11-26T04:00:08.069Z,160636320807205
"Player stacks: #1 ""Sean @ 6Vj8h9FQMu"" (51) | #2 ""Charlie @ aABpeVhrzE"" (65) | #6 ""Steve @ vKtqqQXap1"" (98) | #7 ""Chad @ 8jqQZhEvdi"" (106)",2020-11-26T04:00:08.069Z,160636320807202
"-- starting hand #11  (No Limit Texas Hold'em) (dealer: ""Charlie @ aABpeVhrzE"") --",2020-11-26T04:00:08.069Z,160636320807201
"The player ""Sean @ 6Vj8h9FQMu"" joined the game with a stack of 51.",2020-11-26T04:00:08.069Z,160636320807200
"-- ending hand #10 --",2020-11-26T04:00:03.319Z,160636320332002
"""Chad @ 8jqQZhEvdi"" collected 34 from pot with Full House, 10's over 5's (combination: 10♠, 10♣, 10♥, 5♦, 5♣)",2020-11-26T04:00:03.319Z,160636320332001
"""Chad @ 8jqQZhEvdi"" shows a 5♦, 5♣.",2020-11-26T04:00:03.319Z,160636320332000
"""Steve @ vKtqqQXap1"" calls 8",2020-11-26T04:00:02.468Z,160636320247000
"""Charlie @ aABpeVhrzE"" folds",2020-11-26T03:59:26.834Z,160636316683500
"""Chad @ 8jqQZhEvdi"" bets 8",2020-11-26T03:59:18.425Z,160636315842500
"""Steve @ vKtqqQXap1"" checks",2020-11-26T03:59:01.887Z,160636314188800
"""Charlie @ aABpeVhrzE"" checks",2020-11-26T03:58:58.479Z,160636313848000
"river: 3♥, 10♠, 7♦, 10♣ [10♥]",2020-11-26T03:58:33.597Z,160636311360000
"""Steve @ vKtqqQXap1"" calls 2",2020-11-26T03:58:32.792Z,160636311279300
"""Charlie @ aABpeVhrzE"" calls 2",2020-11-26T03:58:27.923Z,160636310792400
"""Chad @ 8jqQZhEvdi"" bets 2",2020-11-26T03:58:22.655Z,160636310265600
"""Steve @ vKtqqQXap1"" checks",2020-11-26T03:58:19.304Z,160636309930500
"""Charlie @ aABpeVhrzE"" checks",2020-11-26T03:58:10.971Z,160636309097300
"turn: 3♥, 10♠, 7♦ [10♣]",2020-11-26T03:57:36.693Z,160636305669500
"""Charlie @ aABpeVhrzE"" calls 2",2020-11-26T03:57:35.875Z,160636305587600
"""Chad @ 8jqQZhEvdi"" calls 2",2020-11-26T03:57:30.005Z,160636305000600
"""Steve @ vKtqqQXap1"" bets 2",2020-11-26T03:57:27.188Z,160636304718900
"""Charlie @ aABpeVhrzE"" checks",2020-11-26T03:57:22.809Z,160636304280900
"flop:  [3♥, 10♠, 7♦]",2020-11-26T03:57:16.250Z,160636303625200
"""Steve @ vKtqqQXap1"" checks",2020-11-26T03:57:15.431Z,160636303543200
"""Charlie @ aABpeVhrzE"" calls 2",2020-11-26T03:57:02.104Z,160636302210500
"""Chad @ 8jqQZhEvdi"" calls 2",2020-11-26T03:56:51.989Z,160636301198900
"""Steve @ vKtqqQXap1"" posts a big blind of 2",2020-11-26T03:56:40.515Z,160636300051806
"""Charlie @ aABpeVhrzE"" posts a small blind of 1",2020-11-26T03:56:40.515Z,160636300051805
"Your hand is 3♣, 3♠",2020-11-26T03:56:40.515Z,160636300051803
"Player stacks: #1 ""Sean @ 6Vj8h9FQMu"" (51) | #2 ""Charlie @ aABpeVhrzE"" (71) | #6 ""Steve @ vKtqqQXap1"" (112) | #7 ""Chad @ 8jqQZhEvdi"" (86)",2020-11-26T03:56:40.515Z,160636300051801
"-- starting hand #10  (No Limit Texas Hold'em) (dealer: ""Chad @ 8jqQZhEvdi"") --",2020-11-26T03:56:40.515Z,160636300051800
"-- ending hand #9 --",2020-11-26T03:56:14.989Z,160636297499102
"""Chad @ 8jqQZhEvdi"" collected 50 from pot with Flush, As High (combination: A♠, 9♠, 8♠, 5♠, 4♠)",2020-11-26T03:56:14.989Z,160636297499101
"""Chad @ 8jqQZhEvdi"" shows a A♠, 7♣.",2020-11-26T03:56:14.989Z,160636297499100
"""Steve @ vKtqqQXap1"" calls 12",2020-11-26T03:56:14.184Z,160636297418400
"""Chad @ 8jqQZhEvdi"" bets 12",2020-11-26T03:55:31.835Z,160636293183600
"The player ""Sean @ 6Vj8h9FQMu"" sit back with the stack of 51.",2020-11-26T03:55:27.584Z,160636292758500
"river: 4♠, 5♠, 2♣, 8♠ [9♠]",2020-11-26T03:55:07.075Z,160636290707700
"""Chad @ 8jqQZhEvdi"" calls 8",2020-11-26T03:55:06.264Z,160636290626400
"""Steve @ vKtqqQXap1"" raises to 8",2020-11-26T03:55:04.284Z,160636290428500
"""Chad @ 8jqQZhEvdi"" bets 2",2020-11-26T03:54:56.542Z,160636289654300
"turn: 4♠, 5♠, 2♣ [8♠]",2020-11-26T03:54:52.962Z,160636289296400
"""Steve @ vKtqqQXap1"" calls 2",2020-11-26T03:54:52.152Z,160636289215300
"""Charlie @ aABpeVhrzE"" folds",2020-11-26T03:54:43.806Z,160636288380700
"""Chad @ 8jqQZhEvdi"" bets 2",2020-11-26T03:54:27.616Z,160636286761600
"flop:  [4♠, 5♠, 2♣]",2020-11-26T03:53:48.402Z,160636282840500
"""Charlie @ aABpeVhrzE"" checks",2020-11-26T03:53:47.590Z,160636282759100
"""Chad @ 8jqQZhEvdi"" calls 2",2020-11-26T03:53:37.578Z,160636281757800
"""Steve @ vKtqqQXap1"" calls 2",2020-11-26T03:53:23.426Z,160636280342700
"""Charlie @ aABpeVhrzE"" posts a big blind of 2",2020-11-26T03:53:19.839Z,160636279984007
"""Chad @ 8jqQZhEvdi"" posts a small blind of 1",2020-11-26T03:53:19.839Z,160636279984006
"Your hand is Q♦, Q♣",2020-11-26T03:53:19.839Z,160636279984004
"Player stacks: #2 ""Charlie @ aABpeVhrzE"" (73) | #6 ""Steve @ vKtqqQXap1"" (136) | #7 ""Chad @ 8jqQZhEvdi"" (60)",2020-11-26T03:53:19.839Z,160636279984002
"-- starting hand #9  (No Limit Texas Hold'em) (dealer: ""Steve @ vKtqqQXap1"") --",2020-11-26T03:53:19.839Z,160636279984001
"The player ""Sean @ 6Vj8h9FQMu"" stand up with the stack of 51.",2020-11-26T03:53:19.839Z,160636279984000
"""Steve @ vKtqqQXap1"" shows a 4♥, 3♣.",2020-11-26T03:53:08.114Z,160636278811500
"""Chad @ 8jqQZhEvdi"" shows a 5♥, J♥.",2020-11-26T03:52:59.097Z,160636277909800
"-- ending hand #8 --",2020-11-26T03:52:56.202Z,160636277620202
"""Steve @ vKtqqQXap1"" collected 20 from pot",2020-11-26T03:52:56.202Z,160636277620201
"Uncalled bet of 2 returned to ""Steve @ vKtqqQXap1""",2020-11-26T03:52:56.202Z,160636277620200
"""Sean @ 6Vj8h9FQMu"" folds",2020-11-26T03:52:55.397Z,160636277539800
"""Chad @ 8jqQZhEvdi"" folds",2020-11-26T03:52:54.587Z,160636277458700
"""Steve @ vKtqqQXap1"" bets 2",2020-11-26T03:52:44.086Z,160636276408600
"river: A♣, 5♦, 2♣, K♥ [Q♦]",2020-11-26T03:52:33.940Z,160636275394300
"""Chad @ 8jqQZhEvdi"" calls 2",2020-11-26T03:52:33.130Z,160636275313100
"""Steve @ vKtqqQXap1"" calls 2",2020-11-26T03:52:29.646Z,160636274964700
"""Sean @ 6Vj8h9FQMu"" bets 2",2020-11-26T03:52:02.379Z,160636272238100
"""Chad @ 8jqQZhEvdi"" checks",2020-11-26T03:51:51.925Z,160636271192500
"""Steve @ vKtqqQXap1"" checks",2020-11-26T03:51:49.019Z,160636270902400
"turn: A♣, 5♦, 2♣ [K♥]",2020-11-26T03:51:42.968Z,160636270297000
"""Steve @ vKtqqQXap1"" calls 2",2020-11-26T03:51:42.163Z,160636270216300
"""Charlie @ aABpeVhrzE"" folds",2020-11-26T03:51:38.435Z,160636269843500
"""Sean @ 6Vj8h9FQMu"" calls 2",2020-11-26T03:51:30.213Z,160636269021400
"""Chad @ 8jqQZhEvdi"" bets 2",2020-11-26T03:51:25.169Z,160636268517000
"""Steve @ vKtqqQXap1"" checks",2020-11-26T03:51:20.872Z,160636268087300
"flop:  [A♣, 5♦, 2♣]",2020-11-26T03:51:13.692Z,160636267369300
"""Chad @ 8jqQZhEvdi"" checks",2020-11-26T03:51:12.884Z,160636267288400
"""Steve @ vKtqqQXap1"" calls 2",2020-11-26T03:51:09.249Z,160636266925000
"""Charlie @ aABpeVhrzE"" calls 2",2020-11-26T03:51:04.785Z,160636266478600
"""Sean @ 6Vj8h9FQMu"" calls 2",2020-11-26T03:51:03.461Z,160636266346200
"""Chad @ 8jqQZhEvdi"" posts a big blind of 2",2020-11-26T03:50:35.270Z,160636263527107
"""Steve @ vKtqqQXap1"" posts a small blind of 1",2020-11-26T03:50:35.270Z,160636263527106
"Your hand is 4♥, 3♣",2020-11-26T03:50:35.270Z,160636263527104
"Player stacks: #1 ""Sean @ 6Vj8h9FQMu"" (57) | #2 ""Charlie @ aABpeVhrzE"" (75) | #6 ""Steve @ vKtqqQXap1"" (122) | #7 ""Chad @ 8jqQZhEvdi"" (66)",2020-11-26T03:50:35.270Z,160636263527101
"-- starting hand #8  (No Limit Texas Hold'em) (dealer: ""Charlie @ aABpeVhrzE"") --",2020-11-26T03:50:35.270Z,160636263527100
"-- ending hand #7 --",2020-11-26T03:50:25.592Z,160636262559303
"""Charlie @ aABpeVhrzE"" shows a K♥, 4♣.",2020-11-26T03:50:25.592Z,160636262559302
"""Sean @ 6Vj8h9FQMu"" collected 14 from pot with Two Pair, J's & 3's (combination: J♦, J♥, 3♦, 3♣, A♣)",2020-11-26T03:50:25.592Z,160636262559301
"""Sean @ 6Vj8h9FQMu"" shows a J♦, J♥.",2020-11-26T03:50:25.592Z,160636262559300
"""Sean @ 6Vj8h9FQMu"" calls 2",2020-11-26T03:50:24.755Z,160636262475700
"""Charlie @ aABpeVhrzE"" bets 2",2020-11-26T03:50:21.382Z,160636262138300
"river: 9♠, 8♥, A♣, 3♦ [3♣]",2020-11-26T03:50:13.152Z,160636261315500
"""Sean @ 6Vj8h9FQMu"" checks",2020-11-26T03:50:12.343Z,160636261234400
"""Charlie @ aABpeVhrzE"" checks",2020-11-26T03:50:02.548Z,160636260254900
"turn: 9♠, 8♥, A♣ [3♦]",2020-11-26T03:49:33.565Z,160636257356700
"""Sean @ 6Vj8h9FQMu"" calls 2",2020-11-26T03:49:32.755Z,160636257275600
"""Steve @ vKtqqQXap1"" folds",2020-11-26T03:49:31.891Z,160636257189200
"""Charlie @ aABpeVhrzE"" bets 2",2020-11-26T03:49:16.849Z,160636255685000
"flop:  [9♠, 8♥, A♣]",2020-11-26T03:49:00.681Z,160636254068200
"""Steve @ vKtqqQXap1"" checks",2020-11-26T03:48:59.874Z,160636253987500
"""Charlie @ aABpeVhrzE"" calls 2",2020-11-26T03:48:55.141Z,160636253514200
"""Sean @ 6Vj8h9FQMu"" calls 2",2020-11-26T03:48:33.181Z,160636251318200
"""Chad @ 8jqQZhEvdi"" folds",2020-11-26T03:48:32.326Z,160636251232700
"""Steve @ vKtqqQXap1"" posts a big blind of 2",2020-11-26T03:47:58.871Z,160636247887107
"""Charlie @ aABpeVhrzE"" posts a small blind of 1",2020-11-26T03:47:58.871Z,160636247887106
"Your hand is 3♥, 5♦",2020-11-26T03:47:58.871Z,160636247887104
"Player stacks: #1 ""Sean @ 6Vj8h9FQMu"" (49) | #2 ""Charlie @ aABpeVhrzE"" (81) | #6 ""Steve @ vKtqqQXap1"" (124) | #7 ""Chad @ 8jqQZhEvdi"" (66)",2020-11-26T03:47:58.871Z,160636247887101
"-- starting hand #7  (No Limit Texas Hold'em) (dealer: ""Sean @ 6Vj8h9FQMu"") --",2020-11-26T03:47:58.871Z,160636247887100
"-- ending hand #6 --",2020-11-26T03:47:47.009Z,160636246701002
"""Charlie @ aABpeVhrzE"" collected 2 from pot",2020-11-26T03:47:47.009Z,160636246701001
"Uncalled bet of 1 returned to ""Charlie @ aABpeVhrzE""",2020-11-26T03:47:47.009Z,160636246701000
"""Sean @ 6Vj8h9FQMu"" folds",2020-11-26T03:47:46.202Z,160636246620300
"""Chad @ 8jqQZhEvdi"" folds",2020-11-26T03:47:45.323Z,160636246532300
"""Steve @ vKtqqQXap1"" folds",2020-11-26T03:47:40.207Z,160636246020800
"""Charlie @ aABpeVhrzE"" posts a big blind of 2",2020-11-26T03:47:28.459Z,160636244846407
"""Sean @ 6Vj8h9FQMu"" posts a small blind of 1",2020-11-26T03:47:28.459Z,160636244846406
"Your hand is 3♥, 7♦",2020-11-26T03:47:28.459Z,160636244846404
"Player stacks: #1 ""Sean @ 6Vj8h9FQMu"" (50) | #2 ""Charlie @ aABpeVhrzE"" (80) | #6 ""Steve @ vKtqqQXap1"" (124) | #7 ""Chad @ 8jqQZhEvdi"" (66)",2020-11-26T03:47:28.459Z,160636244846401
"-- starting hand #6  (No Limit Texas Hold'em) (dealer: ""Chad @ 8jqQZhEvdi"") --",2020-11-26T03:47:28.459Z,160636244846400
"-- ending hand #5 --",2020-11-26T03:47:20.923Z,160636244092504
"""Charlie @ aABpeVhrzE"" shows a 8♣, 9♥.",2020-11-26T03:47:20.923Z,160636244092503
"""Chad @ 8jqQZhEvdi"" shows a 9♦, 7♣.",2020-11-26T03:47:20.923Z,160636244092502
"""Steve @ vKtqqQXap1"" collected 8 from pot with K High (combination: K♣, Q♣, J♣, 10♠, 6♠)",2020-11-26T03:47:20.923Z,160636244092501
"""Steve @ vKtqqQXap1"" shows a Q♣, 3♦.",2020-11-26T03:47:20.923Z,160636244092500
"""Steve @ vKtqqQXap1"" checks",2020-11-26T03:47:20.118Z,160636244011800
"""Charlie @ aABpeVhrzE"" checks",2020-11-26T03:47:11.144Z,160636243114500
"""Sean @ 6Vj8h9FQMu"" checks",2020-11-26T03:47:07.202Z,160636242720300
"""Chad @ 8jqQZhEvdi"" checks",2020-11-26T03:47:06.334Z,160636242633400
"river: K♣, 6♠, J♣, 4♣ [10♠]",2020-11-26T03:46:54.604Z,160636241460600
"""Steve @ vKtqqQXap1"" checks",2020-11-26T03:46:53.795Z,160636241379500
"""Charlie @ aABpeVhrzE"" checks",2020-11-26T03:46:52.941Z,160636241294200
"""Sean @ 6Vj8h9FQMu"" checks",2020-11-26T03:46:41.941Z,160636240194200
"""Chad @ 8jqQZhEvdi"" checks",2020-11-26T03:46:41.079Z,160636240107900
"turn: K♣, 6♠, J♣ [4♣]",2020-11-26T03:46:30.185Z,160636239018600
"""Steve @ vKtqqQXap1"" checks",2020-11-26T03:46:29.375Z,160636238937600
"""Charlie @ aABpeVhrzE"" checks",2020-11-26T03:46:15.941Z,160636237594100
"""Sean @ 6Vj8h9FQMu"" checks",2020-11-26T03:46:15.068Z,160636237506900
"""Chad @ 8jqQZhEvdi"" checks",2020-11-26T03:45:42.081Z,160636234208100
"flop:  [K♣, 6♠, J♣]",2020-11-26T03:45:35.783Z,160636233578400
"""Sean @ 6Vj8h9FQMu"" checks",2020-11-26T03:45:34.980Z,160636233498000
"""Chad @ 8jqQZhEvdi"" calls 2",2020-11-26T03:44:31.482Z,160636227148200
"""Steve @ vKtqqQXap1"" calls 2",2020-11-26T03:44:15.183Z,160636225518400
"""Charlie @ aABpeVhrzE"" calls 2",2020-11-26T03:44:12.013Z,160636225201400
"""Sean @ 6Vj8h9FQMu"" posts a big blind of 2",2020-11-26T03:44:05.312Z,160636224531607
"""Chad @ 8jqQZhEvdi"" posts a small blind of 1",2020-11-26T03:44:05.312Z,160636224531606
"Your hand is Q♣, 3♦",2020-11-26T03:44:05.312Z,160636224531604
"Player stacks: #1 ""Sean @ 6Vj8h9FQMu"" (52) | #2 ""Charlie @ aABpeVhrzE"" (82) | #6 ""Steve @ vKtqqQXap1"" (118) | #7 ""Chad @ 8jqQZhEvdi"" (68)",2020-11-26T03:44:05.312Z,160636224531601
"-- starting hand #5  (No Limit Texas Hold'em) (dealer: ""Steve @ vKtqqQXap1"") --",2020-11-26T03:44:05.312Z,160636224531600
"-- ending hand #4 --",2020-11-26T03:43:58.783Z,160636223878402
"""Chad @ 8jqQZhEvdi"" collected 14 from pot with Two Pair, 10's & 7's (combination: 10♦, 10♥, 7♠, 7♦, K♣)",2020-11-26T03:43:58.783Z,160636223878401
"""Chad @ 8jqQZhEvdi"" shows a 10♦, 7♠.",2020-11-26T03:43:58.783Z,160636223878400
"""Charlie @ aABpeVhrzE"" calls 2",2020-11-26T03:43:57.976Z,160636223797700
"""Chad @ 8jqQZhEvdi"" bets 2",2020-11-26T03:43:54.058Z,160636223405900
"river: 3♠, 6♠, K♣, 10♥ [7♦]",2020-11-26T03:43:49.732Z,160636222973500
"""Charlie @ aABpeVhrzE"" checks",2020-11-26T03:43:48.923Z,160636222892300
"""Chad @ 8jqQZhEvdi"" checks",2020-11-26T03:43:36.512Z,160636221651200
"turn: 3♠, 6♠, K♣ [10♥]",2020-11-26T03:43:25.850Z,160636220585200
"""Chad @ 8jqQZhEvdi"" calls 2",2020-11-26T03:43:25.030Z,160636220503100
"""Steve @ vKtqqQXap1"" folds",2020-11-26T03:43:11.442Z,160636219144200
"""Charlie @ aABpeVhrzE"" bets 2",2020-11-26T03:43:01.931Z,160636218193100
"""Chad @ 8jqQZhEvdi"" checks",2020-11-26T03:42:50.300Z,160636217030100
"""Steve @ vKtqqQXap1"" checks",2020-11-26T03:42:48.347Z,160636216834800
"flop:  [3♠, 6♠, K♣]",2020-11-26T03:42:37.803Z,160636215780400
"""Chad @ 8jqQZhEvdi"" checks",2020-11-26T03:42:36.956Z,160636215695600
"""Steve @ vKtqqQXap1"" calls 2",2020-11-26T03:42:27.247Z,160636214724800
"""Charlie @ aABpeVhrzE"" calls 2",2020-11-26T03:42:22.118Z,160636214211900
"""Sean @ 6Vj8h9FQMu"" folds",2020-11-26T03:42:21.227Z,160636214122800
"""Chad @ 8jqQZhEvdi"" posts a big blind of 2",2020-11-26T03:42:02.939Z,160636212294007
"""Steve @ vKtqqQXap1"" posts a small blind of 1",2020-11-26T03:42:02.939Z,160636212294006
"Your hand is 4♦, J♣",2020-11-26T03:42:02.939Z,160636212294004
"Player stacks: #1 ""Sean @ 6Vj8h9FQMu"" (52) | #2 ""Charlie @ aABpeVhrzE"" (88) | #6 ""Steve @ vKtqqQXap1"" (120) | #7 ""Chad @ 8jqQZhEvdi"" (60)",2020-11-26T03:42:02.939Z,160636212294001
"-- starting hand #4  (No Limit Texas Hold'em) (dealer: ""Charlie @ aABpeVhrzE"") --",2020-11-26T03:42:02.939Z,160636212294000
"-- ending hand #3 --",2020-11-26T03:41:56.393Z,160636211639402
"""Steve @ vKtqqQXap1"" collected 60 from pot with Three of a Kind, K's (combination: K♠, K♦, K♥, A♣, Q♠)",2020-11-26T03:41:56.393Z,160636211639401
"""Steve @ vKtqqQXap1"" shows a Q♠, K♠.",2020-11-26T03:41:56.393Z,160636211639400
"""Sean @ 6Vj8h9FQMu"" folds",2020-11-26T03:41:55.581Z,160636211558200
"""Chad @ 8jqQZhEvdi"" calls 6",2020-11-26T03:41:32.715Z,160636209271600
"""Steve @ vKtqqQXap1"" bets 6",2020-11-26T03:41:29.755Z,160636208975600
"river: A♣, K♦, K♥, 9♠ [3♣]",2020-11-26T03:40:43.872Z,160636204387500
"""Sean @ 6Vj8h9FQMu"" calls 8",2020-11-26T03:40:43.066Z,160636204306700
"""Chad @ 8jqQZhEvdi"" calls 8",2020-11-26T03:39:52.409Z,160636199241000
"""Steve @ vKtqqQXap1"" raises to 8",2020-11-26T03:39:46.234Z,160636198623500
"""Charlie @ aABpeVhrzE"" folds",2020-11-26T03:39:33.948Z,160636197394800
"""Sean @ 6Vj8h9FQMu"" calls 4",2020-11-26T03:39:30.190Z,160636197019100
"""Chad @ 8jqQZhEvdi"" bets 4",2020-11-26T03:38:50.754Z,160636193075400
"""Steve @ vKtqqQXap1"" checks",2020-11-26T03:38:44.259Z,160636192426000
"""Charlie @ aABpeVhrzE"" checks",2020-11-26T03:38:40.857Z,160636192085800
"turn: A♣, K♦, K♥ [9♠]",2020-11-26T03:38:37.313Z,160636191731500
"""Steve @ vKtqqQXap1"" calls 4",2020-11-26T03:38:36.505Z,160636191650500
"""Charlie @ aABpeVhrzE"" calls 4",2020-11-26T03:38:30.146Z,160636191014600
"""Sean @ 6Vj8h9FQMu"" calls 4",2020-11-26T03:38:06.099Z,160636188610000
"""Chad @ 8jqQZhEvdi"" raises to 4",2020-11-26T03:37:42.639Z,160636186264000
"""Steve @ vKtqqQXap1"" bets 2",2020-11-26T03:37:31.013Z,160636185101300
"""Charlie @ aABpeVhrzE"" checks",2020-11-26T03:37:22.301Z,160636184230200
"flop:  [A♣, K♦, K♥]",2020-11-26T03:36:49.767Z,160636180976800
"""Steve @ vKtqqQXap1"" checks",2020-11-26T03:36:48.964Z,160636180896400
"""Charlie @ aABpeVhrzE"" calls 2",2020-11-26T03:36:42.994Z,160636180299400
"""Sean @ 6Vj8h9FQMu"" calls 2",2020-11-26T03:36:38.515Z,160636179851500
"""Chad @ 8jqQZhEvdi"" calls 2",2020-11-26T03:36:37.657Z,160636179765800
"""Steve @ vKtqqQXap1"" posts a big blind of 2",2020-11-26T03:36:29.504Z,160636178951209
"""Charlie @ aABpeVhrzE"" posts a small blind of 1",2020-11-26T03:36:29.504Z,160636178951208
"Your hand is Q♠, K♠",2020-11-26T03:36:29.504Z,160636178951206
"Player stacks: #1 ""Sean @ 6Vj8h9FQMu"" (66) | #2 ""Charlie @ aABpeVhrzE"" (94) | #6 ""Steve @ vKtqqQXap1"" (80) | #7 ""Chad @ 8jqQZhEvdi"" (80)",2020-11-26T03:36:29.504Z,160636178951203
"-- starting hand #3  (No Limit Texas Hold'em) (dealer: ""Sean @ 6Vj8h9FQMu"") --",2020-11-26T03:36:29.504Z,160636178951202
"The admin updated the player ""Chad @ 8jqQZhEvdi"" stack from 60 to 80.",2020-11-26T03:36:29.504Z,160636178951201
"The admin updated the player ""Sean @ 6Vj8h9FQMu"" stack from 86 to 66.",2020-11-26T03:36:29.504Z,160636178951200
"-- ending hand #2 --",2020-11-26T03:36:22.981Z,160636178298402
"""Charlie @ aABpeVhrzE"" collected 28 from pot with Two Pair, J's & 6's (combination: J♠, J♦, 6♥, 6♣, K♦)",2020-11-26T03:36:22.981Z,160636178298401
"""Charlie @ aABpeVhrzE"" shows a 6♥, K♦.",2020-11-26T03:36:22.981Z,160636178298400
"""Sean @ 6Vj8h9FQMu"" calls 6",2020-11-26T03:36:22.169Z,160636178217000
"""Charlie @ aABpeVhrzE"" bets 6",2020-11-26T03:36:11.445Z,160636177144600
"""Sean @ 6Vj8h9FQMu"" checks",2020-11-26T03:36:01.008Z,160636176100900
"river: 6♣, J♠, 5♥, 5♣ [J♦]",2020-11-26T03:35:46.277Z,160636174628300
"""Sean @ 6Vj8h9FQMu"" calls 4",2020-11-26T03:35:45.470Z,160636174547100
"""Charlie @ aABpeVhrzE"" raises to 4",2020-11-26T03:35:38.068Z,160636173806900
"""Sean @ 6Vj8h9FQMu"" bets 2",2020-11-26T03:35:27.805Z,160636172780600
"turn: 6♣, J♠, 5♥ [5♣]",2020-11-26T03:34:47.427Z,160636168742800
"""Charlie @ aABpeVhrzE"" checks",2020-11-26T03:34:46.621Z,160636168662200
"""Sean @ 6Vj8h9FQMu"" checks",2020-11-26T03:34:45.609Z,160636168560900
"flop:  [6♣, J♠, 5♥]",2020-11-26T03:34:18.793Z,160636165879400
"""Sean @ 6Vj8h9FQMu"" calls 4",2020-11-26T03:34:17.986Z,160636165798700
"""Charlie @ aABpeVhrzE"" raises to 4",2020-11-26T03:33:55.836Z,160636163583600
"""Sean @ 6Vj8h9FQMu"" calls 2",2020-11-26T03:33:41.880Z,160636162188000
"""Chad @ 8jqQZhEvdi"" folds",2020-11-26T03:33:41.024Z,160636162102400
"""Steve @ vKtqqQXap1"" folds",2020-11-26T03:33:35.084Z,160636161508500
"WARNING: the admin queued the stack change for the player ""Chad @ 8jqQZhEvdi"" adding 20 chips in the next hand.",2020-11-26T03:33:00.853Z,160636158085400
"WARNING: the admin queued the stack change for the player ""Sean @ 6Vj8h9FQMu"" removing 20 chips in the next hand.",2020-11-26T03:32:49.058Z,160636156905900
"""Charlie @ aABpeVhrzE"" posts a big blind of 2",2020-11-26T03:32:29.044Z,160636154904509
"""Sean @ 6Vj8h9FQMu"" posts a small blind of 1",2020-11-26T03:32:29.044Z,160636154904508
"Your hand is 9♠, 5♦",2020-11-26T03:32:29.044Z,160636154904506
"Player stacks: #1 ""Sean @ 6Vj8h9FQMu"" (100) | #2 ""Charlie @ aABpeVhrzE"" (80) | #6 ""Steve @ vKtqqQXap1"" (80) | #7 ""Chad @ 8jqQZhEvdi"" (60)",2020-11-26T03:32:29.044Z,160636154904503
"-- starting hand #2  (No Limit Texas Hold'em) (dealer: ""Chad @ 8jqQZhEvdi"") --",2020-11-26T03:32:29.044Z,160636154904502
"The game's small blind was changed from 20 to 2.",2020-11-26T03:32:29.044Z,160636154904501
"The game's big blind was changed from 10 to 1.",2020-11-26T03:32:29.044Z,160636154904500
"-- ending hand #1 --",2020-11-26T03:32:22.002Z,160636154200403
"""Chad @ 8jqQZhEvdi"" shows a J♣, 3♣.",2020-11-26T03:32:22.002Z,160636154200402
"""Sean @ 6Vj8h9FQMu"" collected 40 from pot with Pair, 8's (combination: 8♣, 8♠, K♦, Q♦, 10♥)",2020-11-26T03:32:22.002Z,160636154200401
"""Sean @ 6Vj8h9FQMu"" shows a Q♦, 8♣.",2020-11-26T03:32:22.002Z,160636154200400
"""Sean @ 6Vj8h9FQMu"" checks",2020-11-26T03:32:21.192Z,160636154119300
"""Chad @ 8jqQZhEvdi"" checks",2020-11-26T03:32:12.969Z,160636153297000
"river: 2♦, K♦, 10♥, 8♠ [5♥]",2020-11-26T03:32:00.246Z,160636152024900
"""Sean @ 6Vj8h9FQMu"" checks",2020-11-26T03:31:59.443Z,160636151944400
"""Chad @ 8jqQZhEvdi"" checks",2020-11-26T03:31:51.743Z,160636151174400
"turn: 2♦, K♦, 10♥ [8♠]",2020-11-26T03:31:43.683Z,160636150368500
"""Sean @ 6Vj8h9FQMu"" checks",2020-11-26T03:31:42.875Z,160636150287500
"""Chad @ 8jqQZhEvdi"" checks",2020-11-26T03:31:22.068Z,160636148206900
"flop:  [2♦, K♦, 10♥]",2020-11-26T03:31:18.294Z,160636147829500
"""Sean @ 6Vj8h9FQMu"" checks",2020-11-26T03:31:17.479Z,160636147747900
"""Chad @ 8jqQZhEvdi"" calls 20",2020-11-26T03:31:16.621Z,160636147662200
"""Steve @ vKtqqQXap1"" folds",2020-11-26T03:31:08.478Z,160636146847900
"""Charlie @ aABpeVhrzE"" folds",2020-11-26T03:30:47.662Z,160636144766300
"""Sean @ 6Vj8h9FQMu"" posts a big blind of 20",2020-11-26T03:30:27.643Z,160636142765711
