entry,at,order
"""Alex St @ hgOw7xr4v6"" folds",2020-12-31T07:36:11.948Z,160940017194900
"""Sean @ dT098Gir6A"" posts a big blind of 2",2020-12-31T06:54:51.954Z,160939769195507
"""Steve @ vKtqqQXap1"" posts a small blind of 1",2020-12-31T06:54:51.954Z,160939769195506
"Your hand is Q♥, 6♦",2020-12-31T06:54:51.954Z,160939769195503
"Player stacks: #1 ""Steve @ vKtqqQXap1"" (307) | #4 ""Sean @ dT098Gir6A"" (285) | #7 ""Alex St @ hgOw7xr4v6"" (84)",2020-12-31T06:54:51.954Z,160939769195502
"-- starting hand #98  (No Limit Texas Hold'em) (dead button) --",2020-12-31T06:54:51.954Z,160939769195501
"The player ""ChadSlap @ 8jqQZhEvdi"" stand up with the stack of 284.",2020-12-31T06:54:51.954Z,160939769195500
"-- ending hand #97 --",2020-12-31T06:54:45.929Z,160939768593103
"""Steve @ vKtqqQXap1"" shows a 4♦, Q♠.",2020-12-31T06:54:45.929Z,160939768593102
"""Sean @ dT098Gir6A"" collected 8 from pot with Pair, 3's (combination: 3♣, 3♠, K♣, 10♣, 7♥)",2020-12-31T06:54:45.929Z,160939768593101
"""Sean @ dT098Gir6A"" shows a 3♣, 4♥.",2020-12-31T06:54:45.929Z,160939768593100
"""Alex St @ hgOw7xr4v6"" checks",2020-12-31T06:54:45.120Z,160939768512100
"""Sean @ dT098Gir6A"" checks",2020-12-31T06:54:44.019Z,160939768401900
"""Steve @ vKtqqQXap1"" checks",2020-12-31T06:54:43.162Z,160939768316300
"River: 5♥, 7♥, 10♣, 3♠ [K♣]",2020-12-31T06:54:40.810Z,160939768081700
"""Alex St @ hgOw7xr4v6"" checks",2020-12-31T06:54:40.003Z,160939768000400
"""Sean @ dT098Gir6A"" checks",2020-12-31T06:54:38.792Z,160939767879200
"""Steve @ vKtqqQXap1"" checks",2020-12-31T06:54:35.898Z,160939767589900
"Turn: 5♥, 7♥, 10♣ [3♠]",2020-12-31T06:54:33.194Z,160939767319700
"""Alex St @ hgOw7xr4v6"" checks",2020-12-31T06:54:32.389Z,160939767239000
"""Sean @ dT098Gir6A"" checks",2020-12-31T06:54:30.942Z,160939767094300
"""Steve @ vKtqqQXap1"" checks",2020-12-31T06:54:30.083Z,160939767008400
"Flop:  [5♥, 7♥, 10♣]",2020-12-31T06:54:24.752Z,160939766475300
"""Steve @ vKtqqQXap1"" checks",2020-12-31T06:54:23.943Z,160939766394400
"""ChadSlap @ 8jqQZhEvdi"" folds",2020-12-31T06:54:21.327Z,160939766132800
"""Alex St @ hgOw7xr4v6"" calls 2",2020-12-31T06:54:20.521Z,160939766052200
"""Sean @ dT098Gir6A"" checks",2020-12-31T06:54:18.739Z,160939765873900
"""Sean @ dT098Gir6A"" posts a missed big blind of 2",2020-12-31T06:53:49.119Z,160939762912210
"""Sean @ dT098Gir6A"" posts a missing small blind of 1",2020-12-31T06:53:49.119Z,160939762912209
"""Steve @ vKtqqQXap1"" posts a big blind of 2",2020-12-31T06:53:49.119Z,160939762912208
"""ChadSlap @ 8jqQZhEvdi"" posts a small blind of 1",2020-12-31T06:53:49.119Z,160939762912207
"Your hand is 4♦, Q♠",2020-12-31T06:53:49.119Z,160939762912203
"Player stacks: #1 ""Steve @ vKtqqQXap1"" (309) | #4 ""Sean @ dT098Gir6A"" (280) | #7 ""Alex St @ hgOw7xr4v6"" (86) | #10 ""ChadSlap @ 8jqQZhEvdi"" (285)",2020-12-31T06:53:49.119Z,160939762912202
"-- starting hand #97  (No Limit Texas Hold'em) (dealer: ""Alex St @ hgOw7xr4v6"") --",2020-12-31T06:53:49.119Z,160939762912201
"The player ""Sean @ dT098Gir6A"" joined the game with a stack of 280.",2020-12-31T06:53:49.119Z,160939762912200
"The player ""Sean @ dT098Gir6A"" sit back with the stack of 280.",2020-12-31T06:53:45.160Z,160939762516100
"-- ending hand #96 --",2020-12-31T06:53:43.075Z,160939762307701
"""Alex St @ hgOw7xr4v6"" collected 86 from pot with Two Pair, K's & 7's (combination: K♣, K♠, 7♠, 7♦, J♦)",2020-12-31T06:53:43.075Z,160939762307700
"River: 7♠, 7♦, 3♠, K♠ [2♥]",2020-12-31T06:53:40.053Z,160939762005600
"""ChadSlap @ 8jqQZhEvdi"" shows a 8♦, 3♦.",2020-12-31T06:53:37.030Z,160939761703101
"""Alex St @ hgOw7xr4v6"" shows a K♣, J♦.",2020-12-31T06:53:37.030Z,160939761703100
"""Steve @ vKtqqQXap1"" folds",2020-12-31T06:53:36.222Z,160939761622500
"""ChadSlap @ 8jqQZhEvdi"" calls 37",2020-12-31T06:53:35.366Z,160939761536700
"""Alex St @ hgOw7xr4v6"" bets 37 and go all in",2020-12-31T06:53:30.403Z,160939761040700
"Turn: 7♠, 7♦, 3♠ [K♠]",2020-12-31T06:53:24.331Z,160939760433300
"""Alex St @ hgOw7xr4v6"" calls 2",2020-12-31T06:53:23.522Z,160939760352300
"""Steve @ vKtqqQXap1"" calls 2",2020-12-31T06:53:21.936Z,160939760193700
"""ChadSlap @ 8jqQZhEvdi"" bets 2",2020-12-31T06:53:18.952Z,160939759895300
"""Alex St @ hgOw7xr4v6"" checks",2020-12-31T06:53:09.682Z,160939758968300
"Flop:  [7♠, 7♦, 3♠]",2020-12-31T06:53:06.418Z,160939758642600
"""ChadSlap @ 8jqQZhEvdi"" checks",2020-12-31T06:53:05.579Z,160939758558000
"""Alex St @ hgOw7xr4v6"" calls 2",2020-12-31T06:53:02.762Z,160939758276300
"""Steve @ vKtqqQXap1"" calls 2",2020-12-31T06:53:01.467Z,160939758146800
"""ChadSlap @ 8jqQZhEvdi"" posts a big blind of 2",2020-12-31T06:52:46.059Z,160939756606006
"""Alex St @ hgOw7xr4v6"" posts a small blind of 1",2020-12-31T06:52:46.059Z,160939756606005
"Your hand is A♠, 5♥",2020-12-31T06:52:46.059Z,160939756606002
"Player stacks: #1 ""Steve @ vKtqqQXap1"" (313) | #7 ""Alex St @ hgOw7xr4v6"" (41) | #10 ""ChadSlap @ 8jqQZhEvdi"" (326)",2020-12-31T06:52:46.059Z,160939756606001
"-- starting hand #96  (No Limit Texas Hold'em) (dealer: ""Steve @ vKtqqQXap1"") --",2020-12-31T06:52:46.059Z,160939756606000
"-- ending hand #95 --",2020-12-31T06:52:40.025Z,160939756002702
"""ChadSlap @ 8jqQZhEvdi"" collected 170 from pot with Two Pair, A's & 2's (combination: A♥, A♣, 2♦, 2♥, Q♣)",2020-12-31T06:52:40.025Z,160939756002701
"""ChadSlap @ 8jqQZhEvdi"" shows a 2♦, Q♣.",2020-12-31T06:52:40.025Z,160939756002700
"""Alex St @ hgOw7xr4v6"" calls 62",2020-12-31T06:52:39.219Z,160939755921900
"""ChadSlap @ 8jqQZhEvdi"" raises to 62",2020-12-31T06:52:36.658Z,160939755665900
"""Alex St @ hgOw7xr4v6"" bets 20",2020-12-31T06:52:27.209Z,160939754721000
"River: A♥, A♣, J♦, 2♥ [4♦]",2020-12-31T06:52:22.829Z,160939754283300
"""Steve @ vKtqqQXap1"" folds",2020-12-31T06:52:22.021Z,160939754202200
"""ChadSlap @ 8jqQZhEvdi"" calls 20",2020-12-31T06:52:19.734Z,160939753973400
"""Alex St @ hgOw7xr4v6"" bets 20",2020-12-31T06:52:17.734Z,160939753773500
"""Steve @ vKtqqQXap1"" checks",2020-12-31T06:52:12.748Z,160939753274900
"Turn: A♥, A♣, J♦ [2♥]",2020-12-31T06:52:07.948Z,160939752794900
"""ChadSlap @ 8jqQZhEvdi"" checks",2020-12-31T06:52:07.138Z,160939752713900
"""Alex St @ hgOw7xr4v6"" checks",2020-12-31T06:52:04.854Z,160939752485500
"""Steve @ vKtqqQXap1"" checks",2020-12-31T06:52:02.827Z,160939752282900
"Flop:  [A♥, A♣, J♦]",2020-12-31T06:51:55.256Z,160939751525700
"""Alex St @ hgOw7xr4v6"" checks",2020-12-31T06:51:54.450Z,160939751445000
"""Steve @ vKtqqQXap1"" calls 2",2020-12-31T06:51:50.307Z,160939751030800
"""ChadSlap @ 8jqQZhEvdi"" calls 2",2020-12-31T06:51:49.440Z,160939750944100
"""Alex St @ hgOw7xr4v6"" posts a big blind of 2",2020-12-31T06:51:28.969Z,160939748898908
"""Steve @ vKtqqQXap1"" posts a small blind of 1",2020-12-31T06:51:28.969Z,160939748898907
"Your hand is 4♥, Q♦",2020-12-31T06:51:28.969Z,160939748898904
"Player stacks: #1 ""Steve @ vKtqqQXap1"" (315) | #7 ""Alex St @ hgOw7xr4v6"" (125) | #10 ""ChadSlap @ 8jqQZhEvdi"" (240)",2020-12-31T06:51:28.969Z,160939748898903
"-- starting hand #95  (No Limit Texas Hold'em) (dealer: ""ChadSlap @ 8jqQZhEvdi"") --",2020-12-31T06:51:28.969Z,160939748898902
"The player ""Ton @ y-BrAbw25C"" quits the game with a stack of 0.",2020-12-31T06:51:28.969Z,160939748898901
"The player ""Sean @ dT098Gir6A"" stand up with the stack of 280.",2020-12-31T06:51:28.969Z,160939748898900
"-- ending hand #94 --",2020-12-31T06:51:22.945Z,160939748294703
"""Ton @ y-BrAbw25C"" shows a J♣, J♠.",2020-12-31T06:51:22.945Z,160939748294702
"""ChadSlap @ 8jqQZhEvdi"" collected 54 from pot with Straight, 5 High (combination: 5♠, 4♣, 3♥, 2♥, A♦)",2020-12-31T06:51:22.945Z,160939748294701
"""ChadSlap @ 8jqQZhEvdi"" shows a 5♠, 2♥.",2020-12-31T06:51:22.945Z,160939748294700
"""Ton @ y-BrAbw25C"" calls 7 and go all in",2020-12-31T06:51:22.139Z,160939748214000
"""ChadSlap @ 8jqQZhEvdi"" bets 7",2020-12-31T06:51:19.679Z,160939747968000
"River: A♦, 3♥, 4♣, 9♥ [5♦]",2020-12-31T06:51:05.418Z,160939746542600
"""Alex St @ hgOw7xr4v6"" folds",2020-12-31T06:51:04.601Z,160939746460300
"""Ton @ y-BrAbw25C"" calls 10",2020-12-31T06:51:03.578Z,160939746357900
"""ChadSlap @ 8jqQZhEvdi"" bets 10",2020-12-31T06:50:51.652Z,160939745165300
"Turn: A♦, 3♥, 4♣ [9♥]",2020-12-31T06:50:43.562Z,160939744356400
"""Alex St @ hgOw7xr4v6"" calls 4",2020-12-31T06:50:42.756Z,160939744275700
"""Ton @ y-BrAbw25C"" calls 4",2020-12-31T06:50:41.409Z,160939744141000
"""Steve @ vKtqqQXap1"" folds",2020-12-31T06:50:32.590Z,160939743259100
"""ChadSlap @ 8jqQZhEvdi"" bets 4",2020-12-31T06:50:30.197Z,160939743019900
"Flop:  [A♦, 3♥, 4♣]",2020-12-31T06:50:14.636Z,160939741463800
"""Steve @ vKtqqQXap1"" checks",2020-12-31T06:50:13.828Z,160939741382900
"""ChadSlap @ 8jqQZhEvdi"" calls 2",2020-12-31T06:50:12.976Z,160939741297700
"""Alex St @ hgOw7xr4v6"" calls 2",2020-12-31T06:50:04.258Z,160939740426400
"""Sean @ dT098Gir6A"" folds",2020-12-31T06:50:02.069Z,160939740206900
"""Ton @ y-BrAbw25C"" calls 2",2020-12-31T06:50:00.594Z,160939740059500
"""Steve @ vKtqqQXap1"" posts a big blind of 2",2020-12-31T06:49:55.507Z,160939739550808
"""ChadSlap @ 8jqQZhEvdi"" posts a small blind of 1",2020-12-31T06:49:55.507Z,160939739550807
"Your hand is 10♦, 6♣",2020-12-31T06:49:55.507Z,160939739550802
"Player stacks: #1 ""Steve @ vKtqqQXap1"" (317) | #3 ""Ton @ y-BrAbw25C"" (23) | #4 ""Sean @ dT098Gir6A"" (280) | #7 ""Alex St @ hgOw7xr4v6"" (131) | #10 ""ChadSlap @ 8jqQZhEvdi"" (209)",2020-12-31T06:49:55.507Z,160939739550801
"-- starting hand #94  (No Limit Texas Hold'em) (dealer: ""Alex St @ hgOw7xr4v6"") --",2020-12-31T06:49:55.507Z,160939739550800
"-- ending hand #93 --",2020-12-31T06:49:49.486Z,160939738948702
"""Alex St @ hgOw7xr4v6"" collected 110 from pot with Two Pair, 10's & 6's (combination: 10♣, 10♠, 6♦, 6♥, A♦)",2020-12-31T06:49:49.486Z,160939738948701
"""Alex St @ hgOw7xr4v6"" shows a 10♣, 6♦.",2020-12-31T06:49:49.486Z,160939738948700
"""Sean @ dT098Gir6A"" calls 32",2020-12-31T06:49:48.676Z,160939738867700
"""Alex St @ hgOw7xr4v6"" bets 32",2020-12-31T06:49:34.957Z,160939737495800
"River: 10♠, K♥, 7♦, A♦ [6♥]",2020-12-31T06:49:28.735Z,160939736873800
"""Sean @ dT098Gir6A"" calls 12",2020-12-31T06:49:27.925Z,160939736792700
"""Alex St @ hgOw7xr4v6"" bets 12",2020-12-31T06:49:24.960Z,160939736496100
"Turn: 10♠, K♥, 7♦ [A♦]",2020-12-31T06:49:19.126Z,160939735912800
"""Sean @ dT098Gir6A"" calls 6",2020-12-31T06:49:18.319Z,160939735832000
"""Ton @ y-BrAbw25C"" folds",2020-12-31T06:49:17.310Z,160939735731000
"""Steve @ vKtqqQXap1"" folds",2020-12-31T06:48:58.845Z,160939733884600
"""ChadSlap @ 8jqQZhEvdi"" folds",2020-12-31T06:48:56.707Z,160939733670800
"""Alex St @ hgOw7xr4v6"" bets 6",2020-12-31T06:48:51.148Z,160939733114900
"Flop:  [10♠, K♥, 7♦]",2020-12-31T06:48:30.713Z,160939731071400
"""ChadSlap @ 8jqQZhEvdi"" checks",2020-12-31T06:48:29.904Z,160939730990500
"""Alex St @ hgOw7xr4v6"" calls 2",2020-12-31T06:48:26.393Z,160939730639400
"""Sean @ dT098Gir6A"" calls 2",2020-12-31T06:48:23.642Z,160939730364300
"""Ton @ y-BrAbw25C"" calls 2",2020-12-31T06:48:22.782Z,160939730278300
"""Steve @ vKtqqQXap1"" calls 2",2020-12-31T06:48:21.928Z,160939730193100
"""ChadSlap @ 8jqQZhEvdi"" posts a big blind of 2",2020-12-31T06:48:13.065Z,160939729306809
"""Alex St @ hgOw7xr4v6"" posts a small blind of 1",2020-12-31T06:48:13.065Z,160939729306808
"Your hand is 6♠, 10♥",2020-12-31T06:48:13.065Z,160939729306803
"Player stacks: #1 ""Steve @ vKtqqQXap1"" (319) | #3 ""Ton @ y-BrAbw25C"" (25) | #4 ""Sean @ dT098Gir6A"" (332) | #7 ""Alex St @ hgOw7xr4v6"" (73) | #10 ""ChadSlap @ 8jqQZhEvdi"" (211)",2020-12-31T06:48:13.065Z,160939729306802
"-- starting hand #93  (No Limit Texas Hold'em) (dead button) --",2020-12-31T06:48:13.065Z,160939729306801
"The player ""Ton @ y-BrAbw25C"" joined the game with a stack of 25.",2020-12-31T06:48:13.065Z,160939729306800
"-- ending hand #92 --",2020-12-31T06:48:10.143Z,160939729014402
"""Sean @ dT098Gir6A"" collected 10 from pot",2020-12-31T06:48:10.143Z,160939729014401
"Uncalled bet of 10 returned to ""Sean @ dT098Gir6A""",2020-12-31T06:48:10.143Z,160939729014400
"""Steve @ vKtqqQXap1"" folds",2020-12-31T06:48:09.337Z,160939728933700
"""Sean @ dT098Gir6A"" bets 10",2020-12-31T06:47:58.988Z,160939727898900
"""Steve @ vKtqqQXap1"" checks",2020-12-31T06:47:51.720Z,160939727172300
"Turn: 2♥, 9♣, 6♦ [K♣]",2020-12-31T06:47:46.055Z,160939726605600
"""Alex St @ hgOw7xr4v6"" folds",2020-12-31T06:47:45.248Z,160939726524900
"""Sean @ dT098Gir6A"" calls 2",2020-12-31T06:47:44.057Z,160939726405800
"The player ""Ton @ y-BrAbw25C"" sit back with the stack of 25.",2020-12-31T06:47:29.195Z,160939724919600
"""Steve @ vKtqqQXap1"" bets 2",2020-12-31T06:47:10.673Z,160939723067300
"""Alex St @ hgOw7xr4v6"" checks",2020-12-31T06:47:07.026Z,160939722702700
"Flop:  [2♥, 9♣, 6♦]",2020-12-31T06:47:03.385Z,160939722338600
"""Alex St @ hgOw7xr4v6"" checks",2020-12-31T06:47:02.568Z,160939722256900
"""Sean @ dT098Gir6A"" calls 2",2020-12-31T06:46:59.388Z,160939721938900
"""Steve @ vKtqqQXap1"" calls 2",2020-12-31T06:46:35.517Z,160939719551800
"""ChadSlap @ 8jqQZhEvdi"" folds",2020-12-31T06:46:26.711Z,160939718671200
"""Alex St @ hgOw7xr4v6"" posts a big blind of 2",2020-12-31T06:46:17.814Z,160939717781809
"Dead Small Blind",2020-12-31T06:46:17.814Z,160939717781808
"Your hand is 5♦, 9♦",2020-12-31T06:46:17.814Z,160939717781804
"Player stacks: #1 ""Steve @ vKtqqQXap1"" (323) | #4 ""Sean @ dT098Gir6A"" (326) | #7 ""Alex St @ hgOw7xr4v6"" (75) | #10 ""ChadSlap @ 8jqQZhEvdi"" (211)",2020-12-31T06:46:17.814Z,160939717781803
"-- starting hand #92  (No Limit Texas Hold'em) (dealer: ""Sean @ dT098Gir6A"") --",2020-12-31T06:46:17.814Z,160939717781802
"The player ""charles @ ZRFl3F81GH"" quits the game with a stack of 0.",2020-12-31T06:46:17.814Z,160939717781801
"The player ""Ton @ y-BrAbw25C"" stand up with the stack of 25.",2020-12-31T06:46:17.814Z,160939717781800
"-- ending hand #91 --",2020-12-31T06:46:11.792Z,160939717179301
"""Sean @ dT098Gir6A"" collected 60 from pot with Flush, Ah High (combination: A♥, K♥, 6♥, 5♥, 4♥, 2♥)",2020-12-31T06:46:11.792Z,160939717179300
"River: K♥, 2♥, 4♥, 5♥ [10♣]",2020-12-31T06:46:08.773Z,160939716877600
"Turn: K♥, 2♥, 4♥ [5♥]",2020-12-31T06:46:05.759Z,160939716576100
"""charles @ ZRFl3F81GH"" shows a 4♦, K♠.",2020-12-31T06:46:02.737Z,160939716273901
"""Sean @ dT098Gir6A"" shows a 6♥, A♥.",2020-12-31T06:46:02.737Z,160939716273900
"""Sean @ dT098Gir6A"" calls 23",2020-12-31T06:46:01.927Z,160939716192800
"""Steve @ vKtqqQXap1"" folds",2020-12-31T06:46:00.757Z,160939716076100
"""charles @ ZRFl3F81GH"" raises to 23 and go all in",2020-12-31T06:45:46.154Z,160939714615500
"""Sean @ dT098Gir6A"" raises to 8",2020-12-31T06:45:33.366Z,160939713336700
"""Ton @ y-BrAbw25C"" folds",2020-12-31T06:45:27.094Z,160939712709500
"""Steve @ vKtqqQXap1"" calls 4",2020-12-31T06:45:26.237Z,160939712623800
"""Alex St @ hgOw7xr4v6"" folds",2020-12-31T06:45:17.359Z,160939711736000
"""charles @ ZRFl3F81GH"" raises to 4",2020-12-31T06:45:16.044Z,160939711604500
"""Sean @ dT098Gir6A"" bets 2",2020-12-31T06:45:06.940Z,160939710694100
"Flop:  [K♥, 2♥, 4♥]",2020-12-31T06:45:00.308Z,160939710031200
"""charles @ ZRFl3F81GH"" checks",2020-12-31T06:44:59.501Z,160939709950200
"""Sean @ dT098Gir6A"" calls 2",2020-12-31T06:44:56.824Z,160939709682500
"""Ton @ y-BrAbw25C"" calls 2",2020-12-31T06:44:55.967Z,160939709596800
"""Steve @ vKtqqQXap1"" calls 2",2020-12-31T06:44:52.735Z,160939709273700
"""ChadSlap @ 8jqQZhEvdi"" folds",2020-12-31T06:44:51.881Z,160939709188200
"""Alex St @ hgOw7xr4v6"" calls 2",2020-12-31T06:44:48.680Z,160939708868100
"""charles @ ZRFl3F81GH"" posts a big blind of 2",2020-12-31T06:44:46.022Z,160939708602710
"""Sean @ dT098Gir6A"" posts a small blind of 1",2020-12-31T06:44:46.022Z,160939708602709
"Your hand is A♦, Q♣",2020-12-31T06:44:46.022Z,160939708602703
"Player stacks: #1 ""Steve @ vKtqqQXap1"" (329) | #3 ""Ton @ y-BrAbw25C"" (27) | #4 ""Sean @ dT098Gir6A"" (291) | #6 ""charles @ ZRFl3F81GH"" (25) | #7 ""Alex St @ hgOw7xr4v6"" (77) | #10 ""ChadSlap @ 8jqQZhEvdi"" (211)",2020-12-31T06:44:46.022Z,160939708602702
"-- starting hand #91  (No Limit Texas Hold'em) (dealer: ""Ton @ y-BrAbw25C"") --",2020-12-31T06:44:46.022Z,160939708602701
"The player ""charles @ ZRFl3F81GH"" joined the game with a stack of 25.",2020-12-31T06:44:46.022Z,160939708602700
"-- ending hand #90 --",2020-12-31T06:44:43.102Z,160939708310302
"""Sean @ dT098Gir6A"" collected 12 from pot",2020-12-31T06:44:43.102Z,160939708310301
"Uncalled bet of 2 returned to ""Sean @ dT098Gir6A""",2020-12-31T06:44:43.102Z,160939708310300
"""ChadSlap @ 8jqQZhEvdi"" folds",2020-12-31T06:44:42.295Z,160939708229600
"""Sean @ dT098Gir6A"" bets 2",2020-12-31T06:44:37.165Z,160939707716600
"The player ""charles @ ZRFl3F81GH"" sit back with the stack of 25.",2020-12-31T06:44:31.442Z,160939707144300
"Turn: 9♦, 5♦, A♠ [4♦]",2020-12-31T06:44:29.184Z,160939706918600
"""Ton @ y-BrAbw25C"" folds",2020-12-31T06:44:28.373Z,160939706837400
"""ChadSlap @ 8jqQZhEvdi"" calls 2",2020-12-31T06:44:24.518Z,160939706451900
"""Alex St @ hgOw7xr4v6"" folds",2020-12-31T06:44:18.646Z,160939705864700
"""Sean @ dT098Gir6A"" bets 2",2020-12-31T06:44:14.318Z,160939705431800
"""Ton @ y-BrAbw25C"" checks",2020-12-31T06:44:08.774Z,160939704877500
"Flop:  [9♦, 5♦, A♠]",2020-12-31T06:43:56.760Z,160939703676200
"""Sean @ dT098Gir6A"" checks",2020-12-31T06:43:55.949Z,160939703595000
"""Ton @ y-BrAbw25C"" calls 2",2020-12-31T06:43:55.091Z,160939703509200
"""Steve @ vKtqqQXap1"" folds",2020-12-31T06:43:53.575Z,160939703357600
"""ChadSlap @ 8jqQZhEvdi"" calls 2",2020-12-31T06:43:47.573Z,160939702757400
"""Alex St @ hgOw7xr4v6"" calls 2",2020-12-31T06:43:44.636Z,160939702463700
"""Sean @ dT098Gir6A"" posts a big blind of 2",2020-12-31T06:43:39.313Z,160939701931408
"""Ton @ y-BrAbw25C"" posts a small blind of 1",2020-12-31T06:43:39.313Z,160939701931407
"Your hand is 7♠, Q♣",2020-12-31T06:43:39.313Z,160939701931402
"Player stacks: #1 ""Steve @ vKtqqQXap1"" (329) | #3 ""Ton @ y-BrAbw25C"" (29) | #4 ""Sean @ dT098Gir6A"" (283) | #7 ""Alex St @ hgOw7xr4v6"" (79) | #10 ""ChadSlap @ 8jqQZhEvdi"" (215)",2020-12-31T06:43:39.313Z,160939701931401
"-- starting hand #90  (No Limit Texas Hold'em) (dealer: ""Steve @ vKtqqQXap1"") --",2020-12-31T06:43:39.313Z,160939701931400
"""ChadSlap @ 8jqQZhEvdi"" shows a 8♠, 8♣.",2020-12-31T06:43:36.201Z,160939701620200
"-- ending hand #89 --",2020-12-31T06:43:32.792Z,160939701279402
"""Sean @ dT098Gir6A"" collected 39 from pot with Pair, 10's (combination: 10♠, 10♣, 9♠, 7♦, 5♠)",2020-12-31T06:43:32.792Z,160939701279401
"""Sean @ dT098Gir6A"" shows a 10♠, 10♣.",2020-12-31T06:43:32.792Z,160939701279400
"""ChadSlap @ 8jqQZhEvdi"" checks",2020-12-31T06:43:31.982Z,160939701198300
"""Sean @ dT098Gir6A"" checks",2020-12-31T06:43:12.595Z,160939699259600
"River: 9♠, 2♣, 7♦, 3♠ [5♠]",2020-12-31T06:43:09.946Z,160939698995300
"""Alex St @ hgOw7xr4v6"" folds",2020-12-31T06:43:09.137Z,160939698913800
"""Sean @ dT098Gir6A"" calls 8",2020-12-31T06:43:06.836Z,160939698683700
"""ChadSlap @ 8jqQZhEvdi"" raises to 8",2020-12-31T06:43:04.075Z,160939698407800
"""Alex St @ hgOw7xr4v6"" calls 2",2020-12-31T06:42:58.512Z,160939697851300
"""Sean @ dT098Gir6A"" bets 2",2020-12-31T06:42:56.636Z,160939697663700
"Turn: 9♠, 2♣, 7♦ [3♠]",2020-12-31T06:42:51.346Z,160939697134800
"""ChadSlap @ 8jqQZhEvdi"" calls 2",2020-12-31T06:42:50.535Z,160939697053600
"""Alex St @ hgOw7xr4v6"" calls 2",2020-12-31T06:42:43.775Z,160939696377600
"""Sean @ dT098Gir6A"" bets 2",2020-12-31T06:42:41.654Z,160939696165500
"Flop:  [9♠, 2♣, 7♦]",2020-12-31T06:42:26.282Z,160939694628400
"""Alex St @ hgOw7xr4v6"" calls 4",2020-12-31T06:42:25.471Z,160939694547200
"""Sean @ dT098Gir6A"" calls 4",2020-12-31T06:42:23.639Z,160939694364000
"""Ton @ y-BrAbw25C"" folds",2020-12-31T06:42:22.770Z,160939694277100
"""Steve @ vKtqqQXap1"" folds",2020-12-31T06:42:18.733Z,160939693873400
"""ChadSlap @ 8jqQZhEvdi"" raises to 4",2020-12-31T06:42:10.662Z,160939693066200
"""Alex St @ hgOw7xr4v6"" calls 2",2020-12-31T06:41:57.282Z,160939691728200
"""Sean @ dT098Gir6A"" calls 2",2020-12-31T06:41:47.068Z,160939690706900
"""Ton @ y-BrAbw25C"" posts a big blind of 2",2020-12-31T06:41:42.341Z,160939690234208
"""Steve @ vKtqqQXap1"" posts a small blind of 1",2020-12-31T06:41:42.341Z,160939690234207
"Your hand is 8♦, 4♠",2020-12-31T06:41:42.341Z,160939690234202
"Player stacks: #1 ""Steve @ vKtqqQXap1"" (330) | #3 ""Ton @ y-BrAbw25C"" (31) | #4 ""Sean @ dT098Gir6A"" (258) | #7 ""Alex St @ hgOw7xr4v6"" (87) | #10 ""ChadSlap @ 8jqQZhEvdi"" (229)",2020-12-31T06:41:42.341Z,160939690234201
"-- starting hand #89  (No Limit Texas Hold'em) (dealer: ""ChadSlap @ 8jqQZhEvdi"") --",2020-12-31T06:41:42.341Z,160939690234200
"-- ending hand #88 --",2020-12-31T06:41:36.313Z,160939689631402
"""ChadSlap @ 8jqQZhEvdi"" collected 46 from pot with Straight, 9 High (combination: 9♦, 8♠, 7♦, 6♣, 5♦)",2020-12-31T06:41:36.313Z,160939689631401
"""ChadSlap @ 8jqQZhEvdi"" shows a 5♦, 8♠.",2020-12-31T06:41:36.313Z,160939689631400
"""Alex St @ hgOw7xr4v6"" folds",2020-12-31T06:41:35.504Z,160939689550500
"""Sean @ dT098Gir6A"" calls 10",2020-12-31T06:41:33.213Z,160939689321400
"""Ton @ y-BrAbw25C"" folds",2020-12-31T06:41:30.902Z,160939689090300
"""ChadSlap @ 8jqQZhEvdi"" bets 10",2020-12-31T06:40:54.075Z,160939685407600
"River: Q♣, 7♦, 6♣, 9♦ [6♥]",2020-12-31T06:40:44.992Z,160939684499700
"""Alex St @ hgOw7xr4v6"" calls 2",2020-12-31T06:40:44.187Z,160939684418800
"""Sean @ dT098Gir6A"" calls 2",2020-12-31T06:40:42.382Z,160939684238300
"""Ton @ y-BrAbw25C"" calls 2",2020-12-31T06:40:40.131Z,160939684013200
"""ChadSlap @ 8jqQZhEvdi"" bets 2",2020-12-31T06:40:36.979Z,160939683698000
"Turn: Q♣, 7♦, 6♣ [9♦]",2020-12-31T06:40:31.021Z,160939683102600
"""Alex St @ hgOw7xr4v6"" calls 2",2020-12-31T06:40:30.202Z,160939683020300
"""Sean @ dT098Gir6A"" calls 2",2020-12-31T06:40:22.638Z,160939682263900
"""Ton @ y-BrAbw25C"" calls 2",2020-12-31T06:40:18.499Z,160939681849900
"""Steve @ vKtqqQXap1"" folds",2020-12-31T06:40:16.958Z,160939681695900
"""ChadSlap @ 8jqQZhEvdi"" bets 2",2020-12-31T06:40:11.514Z,160939681151500
"Flop:  [Q♣, 7♦, 6♣]",2020-12-31T06:40:01.907Z,160939680190900
"""Steve @ vKtqqQXap1"" checks",2020-12-31T06:40:01.101Z,160939680110200
"""ChadSlap @ 8jqQZhEvdi"" calls 2",2020-12-31T06:40:00.247Z,160939680024800
"""Alex St @ hgOw7xr4v6"" calls 2",2020-12-31T06:39:54.156Z,160939679415700
