entry,at,order
"""ChadSlap @ 8jqQZhEvdi"" folds",2020-12-31T06:13:45.255Z,160939522525600
"""Alex St @ hgOw7xr4v6"" calls 4",2020-12-31T06:13:42.047Z,160939522204800
"""charles @ ZRFl3F81GH"" calls 4",2020-12-31T06:13:40.718Z,160939522071900
"""Sean @ dT098Gir6A"" calls 4",2020-12-31T06:13:25.192Z,160939520519300
"""Ton @ y-BrAbw25C"" calls 4",2020-12-31T06:13:21.858Z,160939520185900
"""Steve @ vKtqqQXap1"" raises to 4",2020-12-31T06:13:17.920Z,160939519792100
"""ChadSlap @ 8jqQZhEvdi"" calls 2",2020-12-31T06:13:13.150Z,160939519315100
"""Alex St @ hgOw7xr4v6"" calls 2",2020-12-31T06:13:09.675Z,160939518967600
"""charles @ ZRFl3F81GH"" calls 2",2020-12-31T06:13:07.448Z,160939518744900
"""Sean @ dT098Gir6A"" calls 2",2020-12-31T06:13:02.606Z,160939518260700
"""Ton @ y-BrAbw25C"" calls 2",2020-12-31T06:13:01.692Z,160939518169200
"""Steve @ vKtqqQXap1"" posts a big blind of 2",2020-12-31T06:12:57.270Z,160939517727109
"""ChadSlap @ 8jqQZhEvdi"" posts a small blind of 1",2020-12-31T06:12:57.270Z,160939517727108
"Your hand is 8♣, 8♥",2020-12-31T06:12:57.270Z,160939517727102
"Player stacks: #1 ""Steve @ vKtqqQXap1"" (130) | #3 ""Ton @ y-BrAbw25C"" (143) | #4 ""Sean @ dT098Gir6A"" (265) | #6 ""charles @ ZRFl3F81GH"" (70) | #7 ""Alex St @ hgOw7xr4v6"" (198) | #10 ""ChadSlap @ 8jqQZhEvdi"" (154)",2020-12-31T06:12:57.270Z,160939517727101
"-- starting hand #77  (No Limit Texas Hold'em) (dealer: ""Alex St @ hgOw7xr4v6"") --",2020-12-31T06:12:57.270Z,160939517727100
"-- ending hand #76 --",2020-12-31T06:12:51.223Z,160939517122502
"""Alex St @ hgOw7xr4v6"" collected 25 from pot with Pair, 6's (combination: 6♥, 6♦, K♥, 10♣, 7♣)",2020-12-31T06:12:51.223Z,160939517122501
"""Alex St @ hgOw7xr4v6"" shows a K♥, 7♣.",2020-12-31T06:12:51.223Z,160939517122500
"""Sean @ dT098Gir6A"" calls 2",2020-12-31T06:12:50.409Z,160939517041000
"""Alex St @ hgOw7xr4v6"" bets 2",2020-12-31T06:12:47.971Z,160939516797100
"River: 6♥, 10♣, 6♦, 3♥ [4♣]",2020-12-31T06:12:42.570Z,160939516257600
"""Sean @ dT098Gir6A"" calls 2",2020-12-31T06:12:41.752Z,160939516175700
"""Ton @ y-BrAbw25C"" folds",2020-12-31T06:12:40.887Z,160939516088800
"""Alex St @ hgOw7xr4v6"" bets 2",2020-12-31T06:12:34.291Z,160939515429200
"Turn: 6♥, 10♣, 6♦ [3♥]",2020-12-31T06:12:31.663Z,160939515166700
"""charles @ ZRFl3F81GH"" folds",2020-12-31T06:12:30.851Z,160939515085200
"""Sean @ dT098Gir6A"" calls 2",2020-12-31T06:12:26.660Z,160939514666100
"""Ton @ y-BrAbw25C"" calls 2",2020-12-31T06:12:25.800Z,160939514580100
"""ChadSlap @ 8jqQZhEvdi"" folds",2020-12-31T06:12:18.093Z,160939513809400
"""Alex St @ hgOw7xr4v6"" bets 2",2020-12-31T06:12:15.405Z,160939513540600
"Flop:  [6♥, 10♣, 6♦]",2020-12-31T06:12:10.479Z,160939513048000
"""ChadSlap @ 8jqQZhEvdi"" checks",2020-12-31T06:12:09.674Z,160939512967500
"""Alex St @ hgOw7xr4v6"" calls 2",2020-12-31T06:12:06.482Z,160939512648300
"""charles @ ZRFl3F81GH"" calls 2",2020-12-31T06:12:05.242Z,160939512524300
"""Sean @ dT098Gir6A"" checks",2020-12-31T06:12:04.384Z,160939512438400
"""Ton @ y-BrAbw25C"" calls 2",2020-12-31T06:11:58.891Z,160939511889200
"""Steve @ vKtqqQXap1"" folds",2020-12-31T06:11:56.935Z,160939511693500
"""Sean @ dT098Gir6A"" posts a missed big blind of 2",2020-12-31T06:11:45.766Z,160939510576912
"""Sean @ dT098Gir6A"" posts a missing small blind of 1",2020-12-31T06:11:45.766Z,160939510576911
"""ChadSlap @ 8jqQZhEvdi"" posts a big blind of 2",2020-12-31T06:11:45.766Z,160939510576910
"""Alex St @ hgOw7xr4v6"" posts a small blind of 1",2020-12-31T06:11:45.766Z,160939510576909
"Your hand is 9♥, 3♠",2020-12-31T06:11:45.766Z,160939510576903
"Player stacks: #1 ""Steve @ vKtqqQXap1"" (130) | #3 ""Ton @ y-BrAbw25C"" (147) | #4 ""Sean @ dT098Gir6A"" (274) | #6 ""charles @ ZRFl3F81GH"" (72) | #7 ""Alex St @ hgOw7xr4v6"" (181) | #10 ""ChadSlap @ 8jqQZhEvdi"" (156)",2020-12-31T06:11:45.766Z,160939510576902
"-- starting hand #76  (No Limit Texas Hold'em) (dealer: ""charles @ ZRFl3F81GH"") --",2020-12-31T06:11:45.766Z,160939510576901
"The player ""Sean @ dT098Gir6A"" joined the game with a stack of 274.",2020-12-31T06:11:45.766Z,160939510576900
"-- ending hand #75 --",2020-12-31T06:11:42.846Z,160939510284602
"""Ton @ y-BrAbw25C"" collected 20 from pot",2020-12-31T06:11:42.846Z,160939510284601
"Uncalled bet of 10 returned to ""Ton @ y-BrAbw25C""",2020-12-31T06:11:42.846Z,160939510284600
"""Alex St @ hgOw7xr4v6"" folds",2020-12-31T06:11:42.040Z,160939510204100
"""charles @ ZRFl3F81GH"" folds",2020-12-31T06:11:41.145Z,160939510114600
"""Ton @ y-BrAbw25C"" bets 10",2020-12-31T06:11:31.606Z,160939509160700
"""Alex St @ hgOw7xr4v6"" checks",2020-12-31T06:11:22.880Z,160939508288100
"""charles @ ZRFl3F81GH"" checks",2020-12-31T06:11:21.530Z,160939508153100
"River: A♠, 9♥, 2♣, 3♦ [5♠]",2020-12-31T06:11:17.243Z,160939507725000
"""Alex St @ hgOw7xr4v6"" calls 2",2020-12-31T06:11:16.435Z,160939507643600
"""charles @ ZRFl3F81GH"" calls 2",2020-12-31T06:11:14.984Z,160939507498500
"""Ton @ y-BrAbw25C"" bets 2",2020-12-31T06:11:13.260Z,160939507326100
"""Alex St @ hgOw7xr4v6"" checks",2020-12-31T06:11:08.791Z,160939506879200
"""charles @ ZRFl3F81GH"" checks",2020-12-31T06:11:07.287Z,160939506728800
"Turn: A♠, 9♥, 2♣ [3♦]",2020-12-31T06:11:04.292Z,160939506429400
"""Steve @ vKtqqQXap1"" folds",2020-12-31T06:11:03.484Z,160939506348400
"""Alex St @ hgOw7xr4v6"" calls 2",2020-12-31T06:11:02.629Z,160939506263000
"""charles @ ZRFl3F81GH"" calls 2",2020-12-31T06:11:00.766Z,160939506076700
"""Ton @ y-BrAbw25C"" bets 2",2020-12-31T06:10:56.632Z,160939505663300
"""Steve @ vKtqqQXap1"" checks",2020-12-31T06:10:54.607Z,160939505460800
"""Alex St @ hgOw7xr4v6"" checks",2020-12-31T06:10:49.778Z,160939504977800
"""charles @ ZRFl3F81GH"" checks",2020-12-31T06:10:48.423Z,160939504842400
"Flop:  [A♠, 9♥, 2♣]",2020-12-31T06:10:39.491Z,160939503949200
"""Alex St @ hgOw7xr4v6"" checks",2020-12-31T06:10:38.686Z,160939503868600
"""charles @ ZRFl3F81GH"" calls 2",2020-12-31T06:10:35.437Z,160939503543800
"""Ton @ y-BrAbw25C"" calls 2",2020-12-31T06:10:26.597Z,160939502659900
"""Steve @ vKtqqQXap1"" calls 2",2020-12-31T06:10:25.730Z,160939502573100
"""ChadSlap @ 8jqQZhEvdi"" folds",2020-12-31T06:10:24.863Z,160939502486400
"The player ""Sean @ dT098Gir6A"" sit back with the stack of 274.",2020-12-31T06:10:19.884Z,160939501988400
"""Alex St @ hgOw7xr4v6"" posts a big blind of 2",2020-12-31T06:09:50.090Z,160939499009208
"""charles @ ZRFl3F81GH"" posts a small blind of 1",2020-12-31T06:09:50.090Z,160939499009207
"Your hand is Q♣, 4♦",2020-12-31T06:09:50.090Z,160939499009202
"Player stacks: #1 ""Steve @ vKtqqQXap1"" (132) | #3 ""Ton @ y-BrAbw25C"" (133) | #6 ""charles @ ZRFl3F81GH"" (78) | #7 ""Alex St @ hgOw7xr4v6"" (187) | #10 ""ChadSlap @ 8jqQZhEvdi"" (156)",2020-12-31T06:09:50.090Z,160939499009201
"-- starting hand #75  (No Limit Texas Hold'em) (dealer: ""Ton @ y-BrAbw25C"") --",2020-12-31T06:09:50.090Z,160939499009200
"-- ending hand #74 --",2020-12-31T06:09:44.044Z,160939498404703
"""ChadSlap @ 8jqQZhEvdi"" shows a 2♥, K♥.",2020-12-31T06:09:44.044Z,160939498404702
"""Steve @ vKtqqQXap1"" collected 62 from pot with Two Pair, A's & 5's (combination: A♦, A♥, 5♦, 5♥, Q♣)",2020-12-31T06:09:44.044Z,160939498404701
"""Steve @ vKtqqQXap1"" shows a 5♦, 5♥.",2020-12-31T06:09:44.044Z,160939498404700
"""charles @ ZRFl3F81GH"" calls 4",2020-12-31T06:09:43.238Z,160939498323900
"""Ton @ y-BrAbw25C"" calls 4",2020-12-31T06:09:33.167Z,160939497316800
"""Steve @ vKtqqQXap1"" calls 4",2020-12-31T06:09:31.009Z,160939497101000
"""ChadSlap @ 8jqQZhEvdi"" raises to 4",2020-12-31T06:09:25.303Z,160939496530900
"""charles @ ZRFl3F81GH"" bets 2",2020-12-31T06:09:15.839Z,160939495584000
"""Ton @ y-BrAbw25C"" checks",2020-12-31T06:09:10.550Z,160939495055100
"River: A♦, A♥, Q♣, 4♥ [6♣]",2020-12-31T06:09:03.529Z,160939494355200
"""Ton @ y-BrAbw25C"" calls 2",2020-12-31T06:09:02.722Z,160939494272300
"""Steve @ vKtqqQXap1"" calls 2",2020-12-31T06:08:58.405Z,160939493840600
"""ChadSlap @ 8jqQZhEvdi"" calls 2",2020-12-31T06:08:52.806Z,160939493280700
"""charles @ ZRFl3F81GH"" bets 2",2020-12-31T06:08:49.392Z,160939492939300
"""Ton @ y-BrAbw25C"" checks",2020-12-31T06:08:45.920Z,160939492592100
"Turn: A♦, A♥, Q♣ [4♥]",2020-12-31T06:08:39.897Z,160939491990300
"""Ton @ y-BrAbw25C"" calls 2",2020-12-31T06:08:39.087Z,160939491908800
"""Steve @ vKtqqQXap1"" calls 2",2020-12-31T06:08:32.602Z,160939491260300
"""ChadSlap @ 8jqQZhEvdi"" calls 2",2020-12-31T06:08:29.372Z,160939490937300
"""Alex St @ hgOw7xr4v6"" folds",2020-12-31T06:08:24.425Z,160939490442700
"""charles @ ZRFl3F81GH"" bets 2",2020-12-31T06:08:21.668Z,160939490166900
"""Ton @ y-BrAbw25C"" checks",2020-12-31T06:08:17.722Z,160939489772300
"Flop:  [A♦, A♥, Q♣]",2020-12-31T06:08:05.338Z,160939488534000
"""ChadSlap @ 8jqQZhEvdi"" calls 6",2020-12-31T06:08:04.534Z,160939488453500
"""Alex St @ hgOw7xr4v6"" calls 6",2020-12-31T06:08:01.089Z,160939488109000
"""charles @ ZRFl3F81GH"" calls 6",2020-12-31T06:07:59.909Z,160939487991000
"""Ton @ y-BrAbw25C"" calls 6",2020-12-31T06:07:53.917Z,160939487391900
"""Steve @ vKtqqQXap1"" raises to 6",2020-12-31T06:07:43.606Z,160939486360700
"""ChadSlap @ 8jqQZhEvdi"" calls 2",2020-12-31T06:07:35.337Z,160939485533800
"""Alex St @ hgOw7xr4v6"" calls 2",2020-12-31T06:07:32.554Z,160939485255500
"""charles @ ZRFl3F81GH"" posts a big blind of 2",2020-12-31T06:07:27.804Z,160939484780509
"""Ton @ y-BrAbw25C"" posts a small blind of 1",2020-12-31T06:07:27.804Z,160939484780508
"Your hand is 5♦, 5♥",2020-12-31T06:07:27.804Z,160939484780503
"Player stacks: #1 ""Steve @ vKtqqQXap1"" (84) | #3 ""Ton @ y-BrAbw25C"" (147) | #6 ""charles @ ZRFl3F81GH"" (92) | #7 ""Alex St @ hgOw7xr4v6"" (193) | #10 ""ChadSlap @ 8jqQZhEvdi"" (170)",2020-12-31T06:07:27.804Z,160939484780502
"-- starting hand #74  (No Limit Texas Hold'em) (dealer: ""Steve @ vKtqqQXap1"") --",2020-12-31T06:07:27.804Z,160939484780501
"The player ""Sean @ dT098Gir6A"" stand up with the stack of 274.",2020-12-31T06:07:27.804Z,160939484780500
"-- ending hand #73 --",2020-12-31T06:07:21.778Z,160939484178002
"""Steve @ vKtqqQXap1"" collected 12 from pot with Two Pair, 5's & 2's (combination: 5♥, 5♦, 2♦, 2♥, J♣)",2020-12-31T06:07:21.778Z,160939484178001
"""Steve @ vKtqqQXap1"" shows a 2♦, 7♦.",2020-12-31T06:07:21.778Z,160939484178000
"""Alex St @ hgOw7xr4v6"" checks",2020-12-31T06:07:20.968Z,160939484096900
"""Steve @ vKtqqQXap1"" checks",2020-12-31T06:07:17.337Z,160939483734000
"River: 5♥, 2♥, J♣, 6♦ [5♦]",2020-12-31T06:07:09.719Z,160939482972500
"""Alex St @ hgOw7xr4v6"" checks",2020-12-31T06:07:08.912Z,160939482891200
"""Steve @ vKtqqQXap1"" checks",2020-12-31T06:07:06.708Z,160939482670900
"Turn: 5♥, 2♥, J♣ [6♦]",2020-12-31T06:06:51.556Z,160939481155800
"""Alex St @ hgOw7xr4v6"" calls 2",2020-12-31T06:06:50.750Z,160939481075100
"""charles @ ZRFl3F81GH"" folds",2020-12-31T06:06:48.674Z,160939480867500
"""Ton @ y-BrAbw25C"" folds",2020-12-31T06:06:34.303Z,160939479430400
"""Steve @ vKtqqQXap1"" bets 2",2020-12-31T06:06:33.449Z,160939479345000
"Flop:  [5♥, 2♥, J♣]",2020-12-31T06:05:43.877Z,160939474387800
"""Ton @ y-BrAbw25C"" checks",2020-12-31T06:05:43.012Z,160939474301300
"""Steve @ vKtqqQXap1"" calls 2",2020-12-31T06:05:39.462Z,160939473946200
"""ChadSlap @ 8jqQZhEvdi"" folds",2020-12-31T06:05:38.491Z,160939473849200
"""Alex St @ hgOw7xr4v6"" calls 2",2020-12-31T06:05:33.576Z,160939473357700
"""charles @ ZRFl3F81GH"" calls 2",2020-12-31T06:05:31.722Z,160939473172200
"""Sean @ dT098Gir6A"" folds",2020-12-31T06:04:49.682Z,160939468968300
"""Ton @ y-BrAbw25C"" posts a big blind of 2",2020-12-31T06:04:47.400Z,160939468740109
"""Steve @ vKtqqQXap1"" posts a small blind of 1",2020-12-31T06:04:47.400Z,160939468740108
"Your hand is 2♦, 7♦",2020-12-31T06:04:47.400Z,160939468740102
"Player stacks: #1 ""Steve @ vKtqqQXap1"" (76) | #3 ""Ton @ y-BrAbw25C"" (149) | #4 ""Sean @ dT098Gir6A"" (274) | #6 ""charles @ ZRFl3F81GH"" (94) | #7 ""Alex St @ hgOw7xr4v6"" (197) | #10 ""ChadSlap @ 8jqQZhEvdi"" (170)",2020-12-31T06:04:47.400Z,160939468740101
"-- starting hand #73  (No Limit Texas Hold'em) (dealer: ""ChadSlap @ 8jqQZhEvdi"") --",2020-12-31T06:04:47.400Z,160939468740100
"-- ending hand #72 --",2020-12-31T06:04:41.375Z,160939468137702
"""ChadSlap @ 8jqQZhEvdi"" collected 136 from pot with Three of a Kind, 3's (combination: 3♥, 3♣, 3♦, 10♠, 9♦)",2020-12-31T06:04:41.375Z,160939468137701
"""ChadSlap @ 8jqQZhEvdi"" shows a 3♥, 3♣.",2020-12-31T06:04:41.375Z,160939468137700
"""Alex St @ hgOw7xr4v6"" calls 20",2020-12-31T06:04:40.570Z,160939468057100
"""Sean @ dT098Gir6A"" folds",2020-12-31T06:04:39.652Z,160939467965300
"""ChadSlap @ 8jqQZhEvdi"" bets 20",2020-12-31T06:04:30.950Z,160939467095100
"River: 5♠, 8♦, 3♦, 9♦ [10♠]",2020-12-31T06:04:11.589Z,160939465159400
"""Sean @ dT098Gir6A"" calls 10",2020-12-31T06:04:10.779Z,160939465078000
"""ChadSlap @ 8jqQZhEvdi"" calls 10",2020-12-31T06:04:09.068Z,160939464906900
"""Alex St @ hgOw7xr4v6"" raises to 10",2020-12-31T06:04:06.413Z,160939464641400
"""Sean @ dT098Gir6A"" calls 2",2020-12-31T06:04:03.297Z,160939464329800
"""ChadSlap @ 8jqQZhEvdi"" bets 2",2020-12-31T06:03:57.122Z,160939463712300
"Turn: 5♠, 8♦, 3♦ [9♦]",2020-12-31T06:03:48.632Z,160939462863400
"""Alex St @ hgOw7xr4v6"" calls 10",2020-12-31T06:03:47.816Z,160939462781700
"""Sean @ dT098Gir6A"" calls 10",2020-12-31T06:03:45.920Z,160939462592000
"""ChadSlap @ 8jqQZhEvdi"" bets 10",2020-12-31T06:03:40.657Z,160939462065800
"Flop:  [5♠, 8♦, 3♦]",2020-12-31T06:03:28.565Z,160939460856700
"""charles @ ZRFl3F81GH"" folds",2020-12-31T06:03:27.751Z,160939460775200
"""Sean @ dT098Gir6A"" calls 10",2020-12-31T06:03:22.867Z,160939460286800
"""Ton @ y-BrAbw25C"" folds",2020-12-31T06:03:11.570Z,160939459157100
"""Steve @ vKtqqQXap1"" folds",2020-12-31T06:03:07.896Z,160939458789700
"""ChadSlap @ 8jqQZhEvdi"" calls 10",2020-12-31T06:02:59.446Z,160939457944700
"""Alex St @ hgOw7xr4v6"" raises to 10",2020-12-31T06:02:54.113Z,160939457411400
"""charles @ ZRFl3F81GH"" calls 2",2020-12-31T06:02:49.517Z,160939456951800
"""Sean @ dT098Gir6A"" calls 2",2020-12-31T06:02:41.930Z,160939456193100
"""Ton @ y-BrAbw25C"" calls 2",2020-12-31T06:02:41.067Z,160939456106800
"""Steve @ vKtqqQXap1"" posts a big blind of 2",2020-12-31T06:02:32.980Z,160939455298210
"""ChadSlap @ 8jqQZhEvdi"" posts a small blind of 1",2020-12-31T06:02:32.980Z,160939455298209
"Your hand is 5♣, 7♥",2020-12-31T06:02:32.980Z,160939455298203
"Player stacks: #1 ""Steve @ vKtqqQXap1"" (78) | #3 ""Ton @ y-BrAbw25C"" (151) | #4 ""Sean @ dT098Gir6A"" (304) | #6 ""charles @ ZRFl3F81GH"" (96) | #7 ""Alex St @ hgOw7xr4v6"" (247) | #10 ""ChadSlap @ 8jqQZhEvdi"" (84)",2020-12-31T06:02:32.980Z,160939455298202
"-- starting hand #72  (No Limit Texas Hold'em) (dealer: ""Alex St @ hgOw7xr4v6"") --",2020-12-31T06:02:32.980Z,160939455298201
"The player ""Steve @ vKtqqQXap1"" joined the game with a stack of 78.",2020-12-31T06:02:32.980Z,160939455298200
"-- ending hand #71 --",2020-12-31T06:02:30.070Z,160939455007102
"""Sean @ dT098Gir6A"" collected 48 from pot",2020-12-31T06:02:30.070Z,160939455007101
"Uncalled bet of 20 returned to ""Sean @ dT098Gir6A""",2020-12-31T06:02:30.070Z,160939455007100
"""ChadSlap @ 8jqQZhEvdi"" folds",2020-12-31T06:02:29.261Z,160939454926200
"""Sean @ dT098Gir6A"" bets 20",2020-12-31T06:02:26.769Z,160939454677000
"""ChadSlap @ 8jqQZhEvdi"" checks",2020-12-31T06:02:20.753Z,160939454075400
"River: Q♥, K♠, 10♣, 2♦ [7♦]",2020-12-31T06:02:11.757Z,160939453176000
"""ChadSlap @ 8jqQZhEvdi"" calls 6",2020-12-31T06:02:10.950Z,160939453095100
"""Sean @ dT098Gir6A"" bets 6",2020-12-31T06:01:59.016Z,160939451901700
"""ChadSlap @ 8jqQZhEvdi"" checks",2020-12-31T06:01:48.953Z,160939450895400
"Turn: Q♥, K♠, 10♣ [2♦]",2020-12-31T06:01:37.743Z,160939449774600
"""Ton @ y-BrAbw25C"" folds",2020-12-31T06:01:36.925Z,160939449693300
"""ChadSlap @ 8jqQZhEvdi"" calls 10",2020-12-31T06:01:17.030Z,160939447703100
"""Alex St @ hgOw7xr4v6"" folds",2020-12-31T06:01:15.118Z,160939447511900
"""charles @ ZRFl3F81GH"" folds",2020-12-31T06:01:08.722Z,160939446872300
"""Sean @ dT098Gir6A"" raises to 10",2020-12-31T06:01:02.756Z,160939446275700
"""Ton @ y-BrAbw25C"" calls 2",2020-12-31T06:00:58.947Z,160939445894800
"""ChadSlap @ 8jqQZhEvdi"" calls 2",2020-12-31T06:00:53.901Z,160939445390200
"""Alex St @ hgOw7xr4v6"" calls 2",2020-12-31T06:00:46.440Z,160939444644100
"""charles @ ZRFl3F81GH"" bets 2",2020-12-31T06:00:38.085Z,160939443808600
"""Sean @ dT098Gir6A"" checks",2020-12-31T06:00:33.585Z,160939443358600
"""Ton @ y-BrAbw25C"" checks",2020-12-31T06:00:32.723Z,160939443272400
"""ChadSlap @ 8jqQZhEvdi"" checks",2020-12-31T06:00:26.074Z,160939442607500
"""Alex St @ hgOw7xr4v6"" checks",2020-12-31T06:00:14.462Z,160939441446300
"Flop:  [Q♥, K♠, 10♣]",2020-12-31T06:00:05.436Z,160939440543800
"""ChadSlap @ 8jqQZhEvdi"" checks",2020-12-31T06:00:04.601Z,160939440460700
"""Alex St @ hgOw7xr4v6"" calls 2",2020-12-31T06:00:03.597Z,160939440359800
"""charles @ ZRFl3F81GH"" calls 2",2020-12-31T06:00:02.271Z,160939440227900
"""Sean @ dT098Gir6A"" calls 2",2020-12-31T05:59:50.298Z,160939439029900
"The player ""Steve @ vKtqqQXap1"" sit back with the stack of 78.",2020-12-31T05:59:45.404Z,160939438540500
"""Ton @ y-BrAbw25C"" calls 2",2020-12-31T05:59:28.414Z,160939436841500
"""ChadSlap @ 8jqQZhEvdi"" posts a big blind of 2",2020-12-31T05:59:23.006Z,160939436300709
"""Alex St @ hgOw7xr4v6"" posts a small blind of 1",2020-12-31T05:59:23.006Z,160939436300708
"Player stacks: #3 ""Ton @ y-BrAbw25C"" (155) | #4 ""Sean @ dT098Gir6A"" (274) | #6 ""charles @ ZRFl3F81GH"" (100) | #7 ""Alex St @ hgOw7xr4v6"" (251) | #10 ""ChadSlap @ 8jqQZhEvdi"" (102)",2020-12-31T05:59:23.006Z,160939436300702
"-- starting hand #71  (No Limit Texas Hold'em) (dealer: ""charles @ ZRFl3F81GH"") --",2020-12-31T05:59:23.006Z,160939436300701
"The player ""Steve @ vKtqqQXap1"" stand up with the stack of 78.",2020-12-31T05:59:23.006Z,160939436300700
"-- ending hand #70 --",2020-12-31T05:59:16.984Z,160939435698602
"""ChadSlap @ 8jqQZhEvdi"" collected 42 from pot with Straight, A High (combination: A♥, K♣, Q♣, J♠, 10♦)",2020-12-31T05:59:16.984Z,160939435698601
"""ChadSlap @ 8jqQZhEvdi"" shows a A♥, J♠.",2020-12-31T05:59:16.984Z,160939435698600
"""Sean @ dT098Gir6A"" calls 6",2020-12-31T05:59:16.154Z,160939435615500
"""Ton @ y-BrAbw25C"" folds",2020-12-31T05:59:06.169Z,160939434617000
"""ChadSlap @ 8jqQZhEvdi"" bets 6",2020-12-31T05:58:44.563Z,160939432456400
"River: Q♣, 10♦, 3♦, K♣ [5♠]",2020-12-31T05:58:38.573Z,160939431858000
"""Sean @ dT098Gir6A"" calls 4",2020-12-31T05:58:37.757Z,160939431775800
"""Ton @ y-BrAbw25C"" calls 4",2020-12-31T05:58:29.914Z,160939430991500
"""ChadSlap @ 8jqQZhEvdi"" bets 4",2020-12-31T05:58:19.932Z,160939429993300
"Turn: Q♣, 10♦, 3♦ [K♣]",2020-12-31T05:58:06.487Z,160939428648900
"""Steve @ vKtqqQXap1"" folds",2020-12-31T05:58:05.682Z,160939428568300
"""ChadSlap @ 8jqQZhEvdi"" calls 2",2020-12-31T05:58:04.819Z,160939428482000
"""charles @ ZRFl3F81GH"" folds",2020-12-31T05:58:00.732Z,160939428073300
"""Sean @ dT098Gir6A"" calls 2",2020-12-31T05:57:24.604Z,160939424460500
"""Ton @ y-BrAbw25C"" bets 2",2020-12-31T05:57:20.136Z,160939424013700
"""Steve @ vKtqqQXap1"" checks",2020-12-31T05:57:17.153Z,160939423715400
"""ChadSlap @ 8jqQZhEvdi"" checks",2020-12-31T05:57:06.227Z,160939422622800
"""Alex St @ hgOw7xr4v6"" folds",2020-12-31T05:57:02.100Z,160939422210600
"""charles @ ZRFl3F81GH"" checks",2020-12-31T05:56:34.906Z,160939419490700
"Flop:  [Q♣, 10♦, 3♦]",2020-12-31T05:56:09.367Z,160939416936800
"""Alex St @ hgOw7xr4v6"" checks",2020-12-31T05:56:08.542Z,160939416854200
"""charles @ ZRFl3F81GH"" calls 2",2020-12-31T05:56:05.832Z,160939416583300
"""Sean @ dT098Gir6A"" calls 2",2020-12-31T05:55:55.040Z,160939415504100
"""Ton @ y-BrAbw25C"" calls 2",2020-12-31T05:55:54.177Z,160939415417800
"""Steve @ vKtqqQXap1"" calls 2",2020-12-31T05:55:50.565Z,160939415056500
"""ChadSlap @ 8jqQZhEvdi"" calls 2",2020-12-31T05:55:47.140Z,160939414714100
"""Alex St @ hgOw7xr4v6"" posts a big blind of 2",2020-12-31T05:55:42.995Z,160939414299609
"""charles @ ZRFl3F81GH"" posts a small blind of 1",2020-12-31T05:55:42.995Z,160939414299608
"Your hand is 5♦, J♥",2020-12-31T05:55:42.995Z,160939414299602
"Player stacks: #1 ""Steve @ vKtqqQXap1"" (80) | #3 ""Ton @ y-BrAbw25C"" (163) | #4 ""Sean @ dT098Gir6A"" (288) | #6 ""charles @ ZRFl3F81GH"" (102) | #7 ""Alex St @ hgOw7xr4v6"" (253) | #10 ""ChadSlap @ 8jqQZhEvdi"" (74)",2020-12-31T05:55:42.995Z,160939414299601
"-- starting hand #70  (No Limit Texas Hold'em) (dealer: ""Sean @ dT098Gir6A"") --",2020-12-31T05:55:42.995Z,160939414299600
"-- ending hand #69 --",2020-12-31T05:55:36.970Z,160939413697203
"""Sean @ dT098Gir6A"" shows a 7♠, Q♥.",2020-12-31T05:55:36.970Z,160939413697202
"""Ton @ y-BrAbw25C"" collected 36 from pot with Pair, Q's (combination: Q♦, Q♠, K♠, 10♦, 8♣)",2020-12-31T05:55:36.970Z,160939413697201
"""Ton @ y-BrAbw25C"" shows a Q♦, 8♣.",2020-12-31T05:55:36.970Z,160939413697200
"""Ton @ y-BrAbw25C"" calls 10",2020-12-31T05:55:36.164Z,160939413616500
"""ChadSlap @ 8jqQZhEvdi"" folds",2020-12-31T05:55:33.833Z,160939413383500
"""Sean @ dT098Gir6A"" bets 10",2020-12-31T05:55:28.998Z,160939412899900
"River: K♠, Q♠, 4♣, 10♦ [2♦]",2020-12-31T05:55:19.419Z,160939411942300
"""Ton @ y-BrAbw25C"" checks",2020-12-31T05:55:18.604Z,160939411860500
"""ChadSlap @ 8jqQZhEvdi"" checks",2020-12-31T05:55:16.525Z,160939411652600
"""Sean @ dT098Gir6A"" checks",2020-12-31T05:55:11.843Z,160939411184400
"Turn: K♠, Q♠, 4♣ [10♦]",2020-12-31T05:55:07.208Z,160939410721000
"""Ton @ y-BrAbw25C"" calls 2",2020-12-31T05:55:06.399Z,160939410639900
"""ChadSlap @ 8jqQZhEvdi"" calls 2",2020-12-31T05:55:04.670Z,160939410467100
"""Alex St @ hgOw7xr4v6"" folds",2020-12-31T05:55:02.487Z,160939410248800
"""charles @ ZRFl3F81GH"" folds",2020-12-31T05:54:59.792Z,160939409979300
"""Sean @ dT098Gir6A"" bets 2",2020-12-31T05:54:54.007Z,160939409400800
"Flop:  [K♠, Q♠, 4♣]",2020-12-31T05:54:44.125Z,160939408412700
"""charles @ ZRFl3F81GH"" checks",2020-12-31T05:54:43.318Z,160939408331900
"""Sean @ dT098Gir6A"" calls 2",2020-12-31T05:54:34.339Z,160939407434000
"""Ton @ y-BrAbw25C"" calls 2",2020-12-31T05:54:33.481Z,160939407348200
"""Steve @ vKtqqQXap1"" folds",2020-12-31T05:54:32.596Z,160939407260100
